case/step,DAC-MACS min,DAC-MACS max,DAC-MACS amount,RD-DABE min,RD-DABE max,RD-DABE amount,RW-ABE min,RW-ABE max,RW-ABE amount,TAAC min,TAAC max,TAAC amount
decrypt,58.0,89.98828125,94,,,,,,,,,
encrypt,47.99609375,88.01171875,329,,,,,,,,,
decrypt,,,,77.5859375,114.4453125,48,,,,,,
encrypt,,,,57.578125,93.97265625,208,,,,,,
decrypt,,,,,,,47.96875,77.1640625,120,,,
encrypt,,,,,,,37.96484375,72.17578125,361,,,
decrypt,,,,,,,,,,88.77734375,128.54296875,112
encrypt,,,,,,,,,,88.77734375,133.19140625,325
decrypt,68.01171875,108.02734375,93,,,,,,,,,
encrypt,78.015625,111.9453125,369,,,,,,,,,
decrypt,,,,77.515625,112.796875,47,,,,,,
encrypt,,,,57.5078125,93.44140625,287,,,,,,
decrypt,,,,,,,148.0078125,176.58984375,111,,,
encrypt,,,,,,,137.98828125,171.28515625,252,,,
decrypt,,,,,,,,,,88.7421875,128.0234375,119
encrypt,,,,,,,,,,88.7421875,136.05078125,297
decrypt,68.0859375,108.1015625,100,,,,,,,,,
encrypt,78.08984375,110.04296875,302,,,,,,,,,
decrypt,,,,77.45703125,114.23046875,47,,,,,,
encrypt,,,,57.44921875,92.5859375,177,,,,,,
decrypt,,,,,,,148.078125,175.078125,122,,,
encrypt,,,,,,,138.0546875,170.4140625,247,,,
decrypt,,,,,,,,,,88.80859375,124.77734375,122
encrypt,,,,,,,,,,88.80859375,137.28515625,346
decrypt,68.02734375,108.04296875,96,,,,,,,,,
encrypt,78.03125,114.734375,219,,,,,,,,,
decrypt,,,,77.53125,114.359375,47,,,,,,
encrypt,,,,57.5234375,91.0078125,131,,,,,,
decrypt,,,,,,,147.9921875,174.015625,120,,,
encrypt,,,,,,,137.98046875,174.09765625,251,,,
decrypt,,,,,,,,,,88.81640625,121.64453125,121
encrypt,,,,,,,,,,88.81640625,131.0234375,338
decrypt,68.09375,108.109375,92,,,,,,,,,
encrypt,78.09765625,116.703125,370,,,,,,,,,
decrypt,,,,77.453125,112.74609375,47,,,,,,
encrypt,,,,57.4453125,93.859375,150,,,,,,
decrypt,,,,,,,147.92578125,176.99609375,111,,,
encrypt,,,,,,,137.921875,172.75390625,250,,,
decrypt,,,,,,,,,,88.50390625,123.31640625,112
encrypt,,,,,,,,,,88.50390625,135.3359375,338
decrypt,67.8359375,107.8515625,93,,,,,,,,,
encrypt,77.83984375,110.05078125,236,,,,,,,,,
decrypt,,,,77.3359375,115.88671875,47,,,,,,
encrypt,,,,57.328125,95.51171875,175,,,,,,
decrypt,,,,,,,147.91796875,170.4375,120,,,
encrypt,,,,,,,137.8828125,177.1015625,243,,,
decrypt,,,,,,,,,,88.6328125,123.3984375,112
encrypt,,,,,,,,,,88.6328125,138.0546875,271
decrypt,67.80078125,107.81640625,102,,,,,,,,,
encrypt,77.8046875,111.83203125,215,,,,,,,,,
decrypt,,,,77.328125,114.5,47,,,,,,
encrypt,,,,57.3203125,93.09765625,135,,,,,,
decrypt,,,,,,,147.8359375,176.3203125,120,,,
encrypt,,,,,,,137.81640625,173.859375,285,,,
decrypt,,,,,,,,,,88.5546875,122.65234375,120
encrypt,,,,,,,,,,88.5546875,134.9453125,336
decrypt,67.92578125,107.94140625,92,,,,,,,,,
encrypt,77.9296875,112.1640625,211,,,,,,,,,
decrypt,,,,77.3515625,112.3125,47,,,,,,
encrypt,,,,57.34375,93.01953125,161,,,,,,
decrypt,,,,,,,147.79296875,171.33984375,121,,,
encrypt,,,,,,,137.7890625,173.765625,270,,,
decrypt,,,,,,,,,,88.55078125,122.890625,111
encrypt,,,,,,,,,,88.55078125,132.98046875,290
decrypt,67.96484375,107.98046875,97,,,,,,,,,
encrypt,77.96875,110.859375,211,,,,,,,,,
decrypt,,,,77.3359375,110.859375,47,,,,,,
encrypt,,,,57.328125,92.12890625,156,,,,,,
decrypt,,,,,,,147.90234375,171.92578125,117,,,
encrypt,,,,,,,137.86328125,171.49609375,283,,,
decrypt,,,,,,,,,,88.61328125,122.37109375,112
encrypt,,,,,,,,,,88.61328125,132.36328125,298
decrypt,67.8671875,107.8828125,94,,,,,,,,,
encrypt,77.87109375,112.015625,269,,,,,,,,,
decrypt,,,,77.32421875,114.41015625,48,,,,,,
encrypt,,,,57.31640625,90.7578125,205,,,,,,
decrypt,,,,,,,147.859375,171.25390625,113,,,
encrypt,,,,,,,137.83203125,172.3828125,246,,,
decrypt,,,,,,,,,,88.48046875,127.578125,119
encrypt,,,,,,,,,,88.48046875,135.75,297
decrypt,67.87890625,107.89453125,116,,,,,,,,,
encrypt,77.8828125,117.7109375,235,,,,,,,,,
decrypt,,,,77.328125,116.40625,55,,,,,,
encrypt,,,,57.3203125,95.875,195,,,,,,
decrypt,,,,,,,168.01171875,196.96484375,296,,,
encrypt,,,,,,,157.96484375,195.3828125,750,,,
decrypt,,,,,,,,,,88.58203125,123.09375,216
encrypt,,,,,,,,,,88.58203125,134.10546875,517
decrypt,67.98046875,107.99609375,174,,,,,,,,,
encrypt,77.984375,116.8125,744,,,,,,,,,
decrypt,,,,77.34375,114.9375,81,,,,,,
encrypt,,,,57.3359375,92.40625,325,,,,,,
decrypt,,,,,,,147.82421875,174.1484375,216,,,
encrypt,,,,,,,137.8125,172.3046875,436,,,
decrypt,,,,,,,,,,88.578125,125.5078125,235
encrypt,,,,,,,,,,88.578125,137.73828125,727
decrypt,67.88671875,107.90234375,225,,,,,,,,,
