case/step,RW-ABE min,RW-ABE max,RW-ABE diff,RW-ABE amount,TAAC min,TAAC max,TAAC diff,TAAC amount
encrypt,114.98046875,134.984375,20.00390625,10,,,,,,,,,,,,
update_keys,134.984375,134.984375,0.0,3,,,,,,,,,,,,
update_keys,134.984375,134.984375,0.0,3,,,,,,,,,,,,
decrypt,134.984375,134.984375,0.0,6,,,,,,,,,,,,
encrypt,205.4609375,205.4609375,0.0,10,,,,,,,,,,,,
update_keys,205.4609375,205.4609375,0.0,3,,,,,,,,,,,,
update_keys,205.4609375,205.4609375,0.0,3,,,,,,,,,,,,
decrypt,205.4609375,205.4609375,0.0,6,,,,,,,,,,,,
encrypt,125.8203125,165.8046875,39.984375,10,,,,,,,,,,,,
update_keys,165.8046875,165.8046875,0.0,3,,,,,,,,,,,,
update_keys,165.8046875,165.8046875,0.0,3,,,,,,,,,,,,
decrypt,125.8203125,165.8046875,39.984375,6,,,,,,,,,,,,
encrypt,156.125,156.125,0.0,10,,,,,,,,,,,,
update_keys,156.125,156.125,0.0,3,,,,,,,,,,,,
update_keys,156.125,156.125,0.0,3,,,,,,,,,,,,
decrypt,156.125,156.125,0.0,7,,,,,,,,,,,,
encrypt,186.484375,186.484375,0.0,12,,,,,,,,,,,,
update_keys,186.484375,186.484375,0.0,3,,,,,,,,,,,,
update_keys,186.484375,186.484375,0.0,3,,,,,,,,,,,,
decrypt,186.484375,186.484375,0.0,6,,,,,,,,,,,,
encrypt,156.83984375,156.83984375,0.0,10,,,,,,,,,,,,
update_keys,156.83984375,156.83984375,0.0,3,,,,,,,,,,,,
update_keys,156.83984375,156.83984375,0.0,3,,,,,,,,,,,,
decrypt,156.83984375,156.83984375,0.0,6,,,,,,,,,,,,
encrypt,167.10546875,167.10546875,0.0,9,,,,,,,,,,,,
update_keys,167.10546875,167.10546875,0.0,3,,,,,,,,,,,,
update_keys,167.10546875,167.10546875,0.0,3,,,,,,,,,,,,
decrypt,167.10546875,167.10546875,0.0,5,,,,,,,,,,,,
encrypt,237.56640625,237.56640625,0.0,11,,,,,,,,,,,,
update_keys,237.56640625,237.56640625,0.0,3,,,,,,,,,,,,
update_keys,237.56640625,237.56640625,0.0,3,,,,,,,,,,,,
decrypt,237.56640625,237.56640625,0.0,6,,,,,,,,,,,,
encrypt,157.828125,157.828125,0.0,9,,,,,,,,,,,,
update_keys,157.828125,157.828125,0.0,3,,,,,,,,,,,,
update_keys,157.828125,157.828125,0.0,3,,,,,,,,,,,,
decrypt,157.828125,157.828125,0.0,6,,,,,,,,,,,,
encrypt,158.14453125,158.14453125,0.0,9,,,,,,,,,,,,
update_keys,158.14453125,158.14453125,0.0,3,,,,,,,,,,,,
update_keys,158.14453125,158.14453125,0.0,3,,,,,,,,,,,,
decrypt,158.14453125,158.14453125,0.0,6,,,,,,,,,,,,
encrypt,238.5703125,238.5703125,0.0,10,,,,,,,,,,,,
update_keys,238.5703125,238.5703125,0.0,3,,,,,,,,,,,,
update_keys,238.5703125,238.5703125,0.0,3,,,,,,,,,,,,
decrypt,238.5703125,238.5703125,0.0,6,,,,,,,,,,,,
encrypt,168.85546875,168.85546875,0.0,10,,,,,,,,,,,,
update_keys,168.85546875,168.85546875,0.0,3,,,,,,,,,,,,
update_keys,168.85546875,168.85546875,0.0,3,,,,,,,,,,,,
decrypt,168.85546875,168.85546875,0.0,6,,,,,,,,,,,,
encrypt,179.1640625,179.1640625,0.0,10,,,,,,,,,,,,
update_keys,179.1640625,179.1640625,0.0,3,,,,,,,,,,,,
update_keys,179.1640625,179.1640625,0.0,3,,,,,,,,,,,,
decrypt,179.1640625,179.1640625,0.0,6,,,,,,,,,,,,
encrypt,249.6171875,249.6171875,0.0,11,,,,,,,,,,,,
update_keys,249.6171875,249.6171875,0.0,3,,,,,,,,,,,,
update_keys,249.6171875,249.6171875,0.0,3,,,,,,,,,,,,
decrypt,249.6171875,249.6171875,0.0,6,,,,,,,,,,,,
encrypt,179.86328125,179.86328125,0.0,10,,,,,,,,,,,,
update_keys,179.86328125,179.86328125,0.0,3,,,,,,,,,,,,
update_keys,179.86328125,179.86328125,0.0,3,,,,,,,,,,,,
decrypt,179.86328125,179.86328125,0.0,6,,,,,,,,,,,,
encrypt,180.1796875,180.1796875,0.0,9,,,,,,,,,,,,
update_keys,180.1796875,180.1796875,0.0,3,,,,,,,,,,,,
update_keys,180.1796875,180.1796875,0.0,3,,,,,,,,,,,,
decrypt,180.1796875,180.1796875,0.0,6,,,,,,,,,,,,
encrypt,270.609375,270.609375,0.0,9,,,,,,,,,,,,
update_keys,270.609375,270.609375,0.0,3,,,,,,,,,,,,
update_keys,270.609375,270.609375,0.0,3,,,,,,,,,,,,
decrypt,270.609375,270.609375,0.0,5,,,,,,,,,,,,
encrypt,180.9140625,180.9140625,0.0,9,,,,,,,,,,,,
update_keys,180.9140625,180.9140625,0.0,3,,,,,,,,,,,,
update_keys,180.9140625,180.9140625,0.0,3,,,,,,,,,,,,
decrypt,180.9140625,180.9140625,0.0,6,,,,,,,,,,,,
encrypt,181.23828125,181.23828125,0.0,13,,,,,,,,,,,,
update_keys,181.23828125,181.23828125,0.0,3,,,,,,,,,,,,
update_keys,181.23828125,181.23828125,0.0,3,,,,,,,,,,,,
decrypt,181.23828125,181.23828125,0.0,6,,,,,,,,,,,,
encrypt,271.640625,271.640625,0.0,9,,,,,,,,,,,,
update_keys,271.640625,271.640625,0.0,3,,,,,,,,,,,,
update_keys,271.640625,271.640625,0.0,3,,,,,,,,,,,,
decrypt,271.640625,271.640625,0.0,6,,,,,,,,,,,,
encrypt,241.8828125,241.8828125,0.0,10,,,,,,,,,,,,
update_keys,241.8828125,241.8828125,0.0,3,,,,,,,,,,,,
update_keys,241.8828125,241.8828125,0.0,3,,,,,,,,,,,,
decrypt,241.8828125,241.8828125,0.0,6,,,,,,,,,,,,
encrypt,242.15625,242.15625,0.0,10,,,,,,,,,,,,
update_keys,242.15625,242.15625,0.0,3,,,,,,,,,,,,
update_keys,242.15625,242.15625,0.0,3,,,,,,,,,,,,
decrypt,242.15625,242.15625,0.0,6,,,,,,,,,,,,
encrypt,272.578125,272.578125,0.0,12,,,,,,,,,,,,
update_keys,272.578125,272.578125,0.0,3,,,,,,,,,,,,
update_keys,272.578125,272.578125,0.0,3,,,,,,,,,,,,
decrypt,272.578125,272.578125,0.0,6,,,,,,,,,,,,
encrypt,232.8828125,232.8828125,0.0,10,,,,,,,,,,,,
update_keys,232.8828125,232.8828125,0.0,3,,,,,,,,,,,,
update_keys,232.8828125,232.8828125,0.0,3,,,,,,,,,,,,
decrypt,232.8828125,232.8828125,0.0,6,,,,,,,,,,,,
encrypt,233.20703125,233.20703125,0.0,10,,,,,,,,,,,,
update_keys,233.20703125,233.20703125,0.0,3,,,,,,,,,,,,
update_keys,233.20703125,233.20703125,0.0,3,,,,,,,,,,,,
decrypt,233.20703125,233.20703125,0.0,6,,,,,,,,,,,,
encrypt,273.6171875,273.6171875,0.0,10,,,,,,,,,,,,
update_keys,273.6171875,273.6171875,0.0,3,,,,,,,,,,,,
update_keys,273.6171875,273.6171875,0.0,3,,,,,,,,,,,,
decrypt,273.6171875,273.6171875,0.0,6,,,,,,,,,,,,
encrypt,233.91796875,233.91796875,0.0,9,,,,,,,,,,,,
update_keys,233.91796875,233.91796875,0.0,3,,,,,,,,,,,,
update_keys,233.91796875,233.91796875,0.0,3,,,,,,,,,,,,
decrypt,233.91796875,233.91796875,0.0,6,,,,,,,,,,,,
encrypt,234.22265625,234.22265625,0.0,10,,,,,,,,,,,,
update_keys,234.22265625,234.22265625,0.0,3,,,,,,,,,,,,
update_keys,234.22265625,234.22265625,0.0,3,,,,,,,,,,,,
decrypt,234.22265625,234.22265625,0.0,6,,,,,,,,,,,,
encrypt,274.6171875,274.6171875,0.0,10,,,,,,,,,,,,
update_keys,274.6171875,274.6171875,0.0,3,,,,,,,,,,,,
update_keys,274.6171875,274.6171875,0.0,3,,,,,,,,,,,,
decrypt,274.6171875,274.6171875,0.0,6,,,,,,,,,,,,
encrypt,234.93359375,234.93359375,0.0,11,,,,,,,,,,,,
update_keys,234.93359375,234.93359375,0.0,3,,,,,,,,,,,,
update_keys,234.93359375,234.93359375,0.0,3,,,,,,,,,,,,
decrypt,234.93359375,234.93359375,0.0,6,,,,,,,,,,,,
encrypt,235.28125,235.28125,0.0,12,,,,,,,,,,,,
update_keys,235.28125,235.28125,0.0,3,,,,,,,,,,,,
update_keys,235.28125,235.28125,0.0,3,,,,,,,,,,,,
decrypt,235.28125,235.28125,0.0,8,,,,,,,,,,,,
encrypt,275.66796875,275.66796875,0.0,10,,,,,,,,,,,,
update_keys,275.66796875,275.66796875,0.0,3,,,,,,,,,,,,
update_keys,275.66796875,275.66796875,0.0,3,,,,,,,,,,,,
decrypt,275.66796875,275.66796875,0.0,6,,,,,,,,,,,,
