case/step,DAC-MACS min,DAC-MACS max,DAC-MACS amount,RD-DABE min,RD-DABE max,RD-DABE amount,RW-ABE min,RW-ABE max,RW-ABE amount,TAAC min,TAAC max,TAAC amount
size 1,23.28515625,23.328125,13,,,,,,,,,
size 2,23.61328125,23.625,14,,,,,,,,,
size 3,23.8203125,23.8671875,16,,,,,,,,,
size 4,24.125,24.125,17,,,,,,,,,
size 5,24.37890625,24.47265625,19,,,,,,,,,
size 6,24.51171875,24.51171875,17,,,,,,,,,
size 7,24.51171875,24.51171875,19,,,,,,,,,
size 8,24.66015625,24.66015625,18,,,,,,,,,
size 9,24.79296875,24.79296875,5,,,,,,,,,
size 10,25.19140625,25.19140625,5,,,,,,,,,
size 1,,,,23.11328125,23.11328125,5,,,,,,
size 2,,,,23.2734375,23.2734375,6,,,,,,
size 3,,,,23.5,23.5,6,,,,,,
size 4,,,,23.62109375,23.62109375,6,,,,,,
size 5,,,,24.00390625,24.00390625,6,,,,,,
size 6,,,,24.109375,24.109375,6,,,,,,
size 7,,,,24.375,24.375,6,,,,,,
size 8,,,,24.4765625,24.4765625,6,,,,,,
size 9,,,,24.5234375,24.5234375,7,,,,,,
size 10,,,,24.6015625,24.6015625,6,,,,,,
size 1,,,,,,,23.375,23.39453125,11,,,
size 2,,,,,,,23.67578125,23.703125,13,,,
size 3,,,,,,,23.96875,23.96875,17,,,
size 4,,,,,,,24.20703125,24.20703125,5,,,
size 5,,,,,,,24.47265625,24.53125,20,,,
size 6,,,,,,,24.6875,24.6875,21,,,
size 7,,,,,,,24.6875,24.6875,5,,,
size 8,,,,,,,24.7265625,24.7265625,5,,,
size 9,,,,,,,24.87109375,24.87109375,5,,,
size 10,,,,,,,25.05078125,25.05078125,5,,,
size 1,,,,,,,,,,23.97265625,23.98828125,6
size 2,,,,,,,,,,24.65625,24.65625,5
size 3,,,,,,,,,,24.765625,24.765625,5
size 4,,,,,,,,,,24.94921875,24.94921875,7
size 5,,,,,,,,,,25.03125,25.03125,6
size 6,,,,,,,,,,25.1484375,25.1484375,6
size 7,,,,,,,,,,25.33203125,25.33203125,6
size 8,,,,,,,,,,25.5625,25.5625,6
size 9,,,,,,,,,,25.75390625,25.91015625,7
size 10,,,,,,,,,,26.0546875,26.0546875,8
size 1,23.26953125,23.3125,14,,,,,,,,,
size 2,23.61328125,23.6328125,14,,,,,,,,,
size 3,23.8203125,23.8515625,15,,,,,,,,,
size 4,24.13671875,24.15234375,16,,,,,,,,,
size 5,24.36328125,24.45703125,19,,,,,,,,,
size 6,24.5,24.5,5,,,,,,,,,
size 7,24.51171875,24.51171875,19,,,,,,,,,
size 8,24.59765625,24.59765625,5,,,,,,,,,
size 9,24.85546875,24.95703125,5,,,,,,,,,
size 10,25.1328125,25.17578125,5,,,,,,,,,
size 1,,,,23.0390625,23.0390625,6,,,,,,
size 2,,,,23.15625,23.1640625,6,,,,,,
size 3,,,,23.36328125,23.36328125,6,,,,,,
size 4,,,,23.4453125,23.4453125,6,,,,,,
size 5,,,,23.8359375,23.8359375,5,,,,,,
size 6,,,,23.91015625,23.91015625,6,,,,,,
size 7,,,,24.19921875,24.19921875,6,,,,,,
size 8,,,,24.28515625,24.28515625,6,,,,,,
size 9,,,,24.37109375,24.37109375,6,,,,,,
size 10,,,,24.41796875,24.41796875,6,,,,,,
size 1,,,,,,,23.328125,23.34765625,13,,,
size 2,,,,,,,23.6484375,23.66796875,20,,,
size 3,,,,,,,23.87890625,23.91796875,5,,,
size 4,,,,,,,24.24609375,24.26953125,17,,,
size 5,,,,,,,24.37109375,24.37890625,5,,,
size 6,,,,,,,24.4921875,24.4921875,20,,,
size 7,,,,,,,24.53125,24.58203125,5,,,
size 8,,,,,,,24.7734375,24.83984375,5,,,
size 9,,,,,,,25.0859375,25.1484375,5,,,
size 10,,,,,,,25.3515625,25.3515625,5,,,
size 1,,,,,,,,,,23.8828125,23.8984375,5
size 2,,,,,,,,,,24.5390625,24.5390625,5
size 3,,,,,,,,,,24.71875,24.71875,5
size 4,,,,,,,,,,24.83203125,24.83203125,5
size 5,,,,,,,,,,24.94921875,24.94921875,6
size 6,,,,,,,,,,25.01953125,25.01953125,6
size 7,,,,,,,,,,25.1328125,25.1328125,6
size 8,,,,,,,,,,25.40625,25.40625,6
size 9,,,,,,,,,,25.6484375,25.734375,6
size 10,,,,,,,,,,25.875,25.875,7
size 1,23.28515625,23.32421875,13,,,,,,,,,
size 2,23.5703125,23.58984375,14,,,,,,,,,
size 3,23.78515625,23.80078125,15,,,,,,,,,
size 4,24.11328125,24.11328125,16,,,,,,,,,
size 5,24.36328125,24.45703125,19,,,,,,,,,
size 6,24.49609375,24.49609375,19,,,,,,,,,
size 7,24.49609375,24.49609375,5,,,,,,,,,
size 8,24.62890625,24.62890625,19,,,,,,,,,
size 9,24.8359375,24.8359375,5,,,,,,,,,
size 10,25.06640625,25.1640625,20,,,,,,,,,
size 1,,,,23.05078125,23.05078125,8,,,,,,
size 2,,,,23.23046875,23.23046875,6,,,,,,
size 3,,,,23.4296875,23.4296875,6,,,,,,
size 4,,,,23.48828125,23.48828125,6,,,,,,
