case/step,DAC-MACS min,DAC-MACS max,DAC-MACS amount,RD-DABE min,RD-DABE max,RD-DABE amount,RW-ABE min,RW-ABE max,RW-ABE amount,TAAC min,TAAC max,TAAC amount
size 1,23.03515625,23.21875,9,,,,,,,,,
size 2,23.5,23.50390625,11,,,,,,,,,
size 3,23.8203125,23.8203125,9,,,,,,,,,
size 4,24.125,24.125,15,,,,,,,,,
size 5,24.34765625,24.34765625,11,,,,,,,,,
size 6,24.5078125,24.51171875,10,,,,,,,,,
size 7,24.51171875,24.51171875,10,,,,,,,,,
size 8,24.65625,24.66015625,11,,,,,,,,,
size 9,24.734375,24.79296875,11,,,,,,,,,
size 10,25.19140625,25.19140625,14,,,,,,,,,
size 1,,,,23.05859375,23.08984375,8,,,,,,
size 2,,,,23.2734375,23.2734375,9,,,,,,
size 3,,,,23.49609375,23.5,8,,,,,,
size 4,,,,23.51953125,23.609375,11,,,,,,
size 5,,,,24.0,24.00390625,9,,,,,,
size 6,,,,24.109375,24.109375,9,,,,,,
size 7,,,,24.37109375,24.375,8,,,,,,
size 8,,,,24.4765625,24.4765625,6,,,,,,
size 9,,,,24.5234375,24.5234375,7,,,,,,
size 10,,,,24.55078125,24.6015625,6,,,,,,
size 1,,,,,,,23.078125,23.234375,9,,,
size 2,,,,,,,23.5234375,23.6171875,15,,,
size 3,,,,,,,23.90234375,23.90625,13,,,
size 4,,,,,,,24.20703125,24.20703125,12,,,
size 5,,,,,,,24.4296875,24.4296875,11,,,
size 6,,,,,,,24.6875,24.6875,13,,,
size 7,,,,,,,24.6875,24.6875,13,,,
size 8,,,,,,,24.7265625,24.7265625,15,,,
size 9,,,,,,,24.7890625,24.85546875,13,,,
size 10,,,,,,,25.05078125,25.05078125,14,,,
size 1,,,,,,,,,,23.8046875,23.96875,12
size 2,,,,,,,,,,24.609375,24.65625,11
size 3,,,,,,,,,,24.765625,24.765625,11
size 4,,,,,,,,,,24.94921875,24.94921875,14
size 5,,,,,,,,,,25.03125,25.03125,13
size 6,,,,,,,,,,25.1484375,25.1484375,15
size 7,,,,,,,,,,25.33203125,25.33203125,12
size 8,,,,,,,,,,25.55859375,25.5625,16
size 9,,,,,,,,,,25.75390625,25.75390625,16
size 10,,,,,,,,,,26.0546875,26.0546875,19
size 1,23.04296875,23.19921875,12,,,,,,,,,
size 2,23.50390625,23.56640625,11,,,,,,,,,
size 3,23.8203125,23.8203125,12,,,,,,,,,
size 4,24.13671875,24.13671875,11,,,,,,,,,
size 5,24.34375,24.34375,12,,,,,,,,,
size 6,24.5,24.5,10,,,,,,,,,
size 7,24.51171875,24.51171875,12,,,,,,,,,
size 8,24.58984375,24.59765625,12,,,,,,,,,
size 9,24.85546875,24.85546875,13,,,,,,,,,
size 10,25.1328125,25.1328125,15,,,,,,,,,
size 1,,,,22.984375,23.01953125,6,,,,,,
size 2,,,,23.15625,23.15625,8,,,,,,
size 3,,,,23.36328125,23.36328125,8,,,,,,
size 4,,,,23.3671875,23.3671875,8,,,,,,
size 5,,,,23.8359375,23.8359375,8,,,,,,
size 6,,,,23.91015625,23.91015625,9,,,,,,
size 7,,,,24.19921875,24.19921875,6,,,,,,
size 8,,,,24.28515625,24.28515625,7,,,,,,
size 9,,,,24.37109375,24.37109375,6,,,,,,
size 10,,,,24.40625,24.41796875,7,,,,,,
size 1,,,,,,,23.04296875,23.22265625,13,,,
size 2,,,,,,,23.51171875,23.5703125,14,,,
size 3,,,,,,,23.87890625,23.87890625,12,,,
size 4,,,,,,,24.24609375,24.24609375,12,,,
size 5,,,,,,,24.37109375,24.37109375,11,,,
size 6,,,,,,,24.48828125,24.4921875,15,,,
size 7,,,,,,,24.49609375,24.53125,13,,,
size 8,,,,,,,24.7734375,24.7734375,15,,,
size 9,,,,,,,24.92578125,25.078125,11,,,
size 10,,,,,,,25.34765625,25.3515625,15,,,
size 1,,,,,,,,,,23.76171875,23.86328125,9
size 2,,,,,,,,,,24.5,24.5390625,14
size 3,,,,,,,,,,24.71875,24.71875,10
size 4,,,,,,,,,,24.83203125,24.83203125,10
size 5,,,,,,,,,,24.94921875,24.94921875,12
size 6,,,,,,,,,,25.01953125,25.01953125,14
size 7,,,,,,,,,,25.1328125,25.1328125,13
size 8,,,,,,,,,,25.40625,25.40625,13
size 9,,,,,,,,,,25.6484375,25.6484375,14
size 10,,,,,,,,,,25.875,25.875,15
size 1,23.0546875,23.1875,8,,,,,,,,,
size 2,23.5,23.5078125,10,,,,,,,,,
size 3,23.78125,23.78125,14,,,,,,,,,
size 4,24.11328125,24.11328125,10,,,,,,,,,
size 5,24.3125,24.3125,13,,,,,,,,,
size 6,24.484375,24.49609375,10,,,,,,,,,
size 7,24.49609375,24.49609375,13,,,,,,,,,
size 8,24.62890625,24.62890625,13,,,,,,,,,
size 9,24.71875,24.8359375,12,,,,,,,,,
size 10,25.0546875,25.05859375,11,,,,,,,,,
size 1,,,,22.98828125,23.0234375,10,,,,,,
size 2,,,,23.23046875,23.23046875,7,,,,,,
size 3,,,,23.4296875,23.4296875,7,,,,,,
size 4,,,,23.43359375,23.43359375,7,,,,,,
size 5,,,,23.8828125,23.8828125,8,,,,,,
size 6,,,,23.95703125,23.95703125,5,,,,,,
size 7,,,,24.23828125,24.23828125,10,,,,,,
size 8,,,,24.390625,24.390625,9,,,,,,
size 9,,,,24.44921875,24.44921875,7,,,,,,
size 10,,,,24.48828125,24.53515625,9,,,,,,
size 1,,,,,,,23.05859375,23.203125,9,,,
size 2,,,,,,,23.5,23.55078125,11,,,
size 3,,,,,,,23.828125,23.83203125,10,,,
size 4,,,,,,,24.12109375,24.12109375,12,,,
size 5,,,,,,,24.4296875,24.4296875,11,,,
size 6,,,,,,,24.53125,24.53125,12,,,
size 7,,,,,,,24.54296875,24.54296875,15,,,
size 8,,,,,,,24.5703125,24.6484375,17,,,
size 9,,,,,,,24.84375,24.8515625,14,,,
size 10,,,,,,,25.0,25.0,13,,,
size 1,,,,,,,,,,23.78515625,23.953125,9
size 2,,,,,,,,,,24.56640625,24.6328125,11
size 3,,,,,,,,,,24.74609375,24.74609375,18
size 4,,,,,,,,,,24.9375,24.94140625,12
size 5,,,,,,,,,,25.046875,25.046875,13
size 6,,,,,,,,,,25.125,25.125,12
size 7,,,,,,,,,,25.296875,25.296875,11
size 8,,,,,,,,,,25.50390625,25.50390625,13
size 9,,,,,,,,,,25.75,25.75390625,21
size 10,,,,,,,,,,26.015625,26.015625,15
size 1,23.08203125,23.10546875,9,,,,,,,,,
size 2,23.4765625,23.51953125,10,,,,,,,,,
size 3,23.83203125,23.83203125,10,,,,,,,,,
size 4,24.01953125,24.01953125,11,,,,,,,,,
size 5,24.3203125,24.3203125,12,,,,,,,,,
size 6,24.484375,24.484375,10,,,,,,,,,
size 7,24.484375,24.484375,13,,,,,,,,,
size 8,24.5390625,24.5390625,11,,,,,,,,,
size 9,24.58984375,24.59375,12,,,,,,,,,
size 10,24.8828125,24.91796875,14,,,,,,,,,
size 1,,,,22.97265625,23.01171875,7,,,,,,
size 2,,,,23.1328125,23.15234375,9,,,,,,
size 3,,,,23.36328125,23.36328125,7,,,,,,
size 4,,,,23.3671875,23.375,7,,,,,,
size 5,,,,23.8125,23.81640625,8,,,,,,
size 6,,,,23.92578125,23.92578125,8,,,,,,
size 7,,,,24.1796875,24.18359375,8,,,,,,
size 8,,,,24.32421875,24.32421875,8,,,,,,
size 9,,,,24.37109375,24.37109375,6,,,,,,
size 10,,,,24.41015625,24.44140625,6,,,,,,
size 1,,,,,,,23.05859375,23.21875,10,,,
size 2,,,,,,,23.4609375,23.46484375,10,,,
size 3,,,,,,,23.7890625,23.7890625,11,,,
size 4,,,,,,,23.94140625,23.96484375,13,,,
size 5,,,,,,,24.25390625,24.25390625,12,,,
size 6,,,,,,,24.5234375,24.52734375,12,,,
size 7,,,,,,,24.52734375,24.52734375,13,,,
size 8,,,,,,,24.703125,24.703125,12,,,
size 9,,,,,,,24.828125,24.9765625,13,,,
size 10,,,,,,,25.2421875,25.2421875,13,,,
size 1,,,,,,,,,,23.765625,23.89453125,10
size 2,,,,,,,,,,24.51953125,24.5859375,12
size 3,,,,,,,,,,24.7265625,24.7265625,11
size 4,,,,,,,,,,24.8515625,24.85546875,12
size 5,,,,,,,,,,24.96484375,24.96484375,11
size 6,,,,,,,,,,25.0546875,25.05859375,11
size 7,,,,,,,,,,25.12109375,25.12109375,15
size 8,,,,,,,,,,25.3515625,25.3515625,13
size 9,,,,,,,,,,25.59375,25.59375,13
size 10,,,,,,,,,,25.828125,25.828125,15
size 1,23.078125,23.13671875,8,,,,,,,,,
size 2,23.47265625,23.4921875,8,,,,,,,,,
size 3,23.8203125,23.8203125,10,,,,,,,,,
size 4,24.140625,24.140625,9,,,,,,,,,
size 5,24.3203125,24.32421875,9,,,,,,,,,
size 6,24.47265625,24.484375,11,,,,,,,,,
size 7,24.484375,24.484375,9,,,,,,,,,
size 8,24.5390625,24.54296875,13,,,,,,,,,
size 9,24.6171875,24.6171875,11,,,,,,,,,
size 10,24.87890625,24.87890625,10,,,,,,,,,
size 1,,,,22.96875,23.01171875,7,,,,,,
size 2,,,,23.1796875,23.1796875,7,,,,,,
size 3,,,,23.375,23.375,9,,,,,,
size 4,,,,23.3828125,23.44921875,7,,,,,,
size 5,,,,23.8515625,23.8515625,7,,,,,,
size 6,,,,23.921875,23.921875,6,,,,,,
size 7,,,,24.203125,24.203125,8,,,,,,
size 8,,,,24.34765625,24.34765625,6,,,,,,
size 9,,,,24.39453125,24.39453125,7,,,,,,
size 10,,,,24.44140625,24.4921875,8,,,,,,
size 1,,,,,,,23.0546875,23.20703125,10,,,
size 2,,,,,,,23.48046875,23.55078125,12,,,
size 3,,,,,,,23.83203125,23.8359375,9,,,
size 4,,,,,,,24.16015625,24.16015625,12,,,
size 5,,,,,,,24.37109375,24.37109375,12,,,
size 6,,,,,,,24.5546875,24.57421875,12,,,
size 7,,,,,,,24.57421875,24.57421875,13,,,
size 8,,,,,,,24.65625,24.65625,13,,,
size 9,,,,,,,25.109375,25.11328125,17,,,
size 10,,,,,,,25.24609375,25.2578125,15,,,
size 1,,,,,,,,,,23.76953125,23.91015625,11
size 2,,,,,,,,,,24.5390625,24.61328125,12
