case/step,DAC-MACS min,DAC-MACS max,DAC-MACS amount,RD-DABE min,RD-DABE max,RD-DABE amount,RW-ABE min,RW-ABE max,RW-ABE amount,TAAC min,TAAC max,TAAC amount
decrypt,24.51171875,24.51171875,17,,,,,,,,,
encrypt,24.5078125,24.51171875,10,,,,,,,,,
decrypt,,,,24.109375,24.109375,6,,,,,,
encrypt,,,,24.109375,24.109375,9,,,,,,
decrypt,,,,,,,24.6875,24.6875,21,,,
encrypt,,,,,,,24.6875,24.6875,13,,,
decrypt,,,,,,,,,,25.1484375,25.1484375,6
encrypt,,,,,,,,,,25.1484375,25.1484375,15
decrypt,24.5,24.5,5,,,,,,,,,
encrypt,24.5,24.5,10,,,,,,,,,
decrypt,,,,23.91015625,23.91015625,6,,,,,,
encrypt,,,,23.91015625,23.91015625,9,,,,,,
decrypt,,,,,,,24.4921875,24.4921875,20,,,
encrypt,,,,,,,24.48828125,24.4921875,15,,,
decrypt,,,,,,,,,,25.01953125,25.01953125,6
encrypt,,,,,,,,,,25.01953125,25.01953125,14
decrypt,24.49609375,24.49609375,19,,,,,,,,,
encrypt,24.484375,24.49609375,10,,,,,,,,,
decrypt,,,,23.95703125,23.95703125,6,,,,,,
encrypt,,,,23.95703125,23.95703125,5,,,,,,
decrypt,,,,,,,24.53125,24.53125,5,,,
encrypt,,,,,,,24.53125,24.53125,12,,,
decrypt,,,,,,,,,,25.125,25.125,6
encrypt,,,,,,,,,,25.125,25.125,12
decrypt,24.484375,24.484375,17,,,,,,,,,
encrypt,24.484375,24.484375,10,,,,,,,,,
decrypt,,,,23.92578125,23.92578125,7,,,,,,
encrypt,,,,23.92578125,23.92578125,8,,,,,,
decrypt,,,,,,,24.52734375,24.52734375,19,,,
encrypt,,,,,,,24.5234375,24.52734375,12,,,
decrypt,,,,,,,,,,25.05859375,25.05859375,5
encrypt,,,,,,,,,,25.0546875,25.05859375,11
decrypt,24.484375,24.484375,5,,,,,,,,,
encrypt,24.47265625,24.484375,11,,,,,,,,,
decrypt,,,,23.921875,23.921875,5,,,,,,
encrypt,,,,23.921875,23.921875,6,,,,,,
decrypt,,,,,,,24.57421875,24.57421875,5,,,
encrypt,,,,,,,24.5546875,24.57421875,12,,,
decrypt,,,,,,,,,,25.0859375,25.0859375,6
encrypt,,,,,,,,,,25.0859375,25.0859375,11
decrypt,24.609375,24.609375,18,,,,,,,,,
encrypt,24.59765625,24.609375,10,,,,,,,,,
decrypt,,,,23.98046875,23.98046875,6,,,,,,
encrypt,,,,23.98046875,23.98046875,7,,,,,,
decrypt,,,,,,,24.49609375,24.49609375,5,,,
encrypt,,,,,,,24.4921875,24.49609375,11,,,
decrypt,,,,,,,,,,25.0703125,25.0703125,6
encrypt,,,,,,,,,,25.0703125,25.0703125,14
decrypt,24.5703125,24.5703125,18,,,,,,,,,
encrypt,24.56640625,24.5703125,14,,,,,,,,,
decrypt,,,,23.9609375,23.9609375,6,,,,,,
encrypt,,,,23.9609375,23.9609375,8,,,,,,
decrypt,,,,,,,24.51171875,24.51171875,5,,,
encrypt,,,,,,,24.5,24.51171875,13,,,
decrypt,,,,,,,,,,25.01171875,25.01171875,6
encrypt,,,,,,,,,,25.01171875,25.01171875,13
decrypt,24.4375,24.4375,18,,,,,,,,,
encrypt,24.4375,24.4375,11,,,,,,,,,
decrypt,,,,24.05859375,24.05859375,6,,,,,,
encrypt,,,,24.05859375,24.05859375,9,,,,,,
decrypt,,,,,,,24.59765625,24.59765625,5,,,
encrypt,,,,,,,24.5625,24.59765625,15,,,
decrypt,,,,,,,,,,25.0625,25.0625,6
encrypt,,,,,,,,,,25.0625,25.0625,14
decrypt,24.5,24.5,17,,,,,,,,,
encrypt,24.5,24.5,13,,,,,,,,,
decrypt,,,,23.88671875,23.88671875,6,,,,,,
encrypt,,,,23.88671875,23.88671875,8,,,,,,
decrypt,,,,,,,24.58203125,24.58203125,19,,,
encrypt,,,,,,,24.53515625,24.58203125,12,,,
decrypt,,,,,,,,,,25.0703125,25.0703125,6
encrypt,,,,,,,,,,25.06640625,25.0703125,13
decrypt,24.52734375,24.52734375,18,,,,,,,,,
encrypt,24.51953125,24.52734375,11,,,,,,,,,
decrypt,,,,23.94140625,23.94140625,6,,,,,,
encrypt,,,,23.94140625,23.94140625,7,,,,,,
decrypt,,,,,,,24.5234375,24.5234375,20,,,
encrypt,,,,,,,24.5234375,24.5234375,14,,,
decrypt,,,,,,,,,,25.0390625,25.0390625,6
encrypt,,,,,,,,,,25.0390625,25.0390625,15
decrypt,24.64453125,24.64453125,17,,,,,,,,,
encrypt,24.64453125,24.64453125,11,,,,,,,,,
decrypt,,,,23.91015625,23.91015625,6,,,,,,
encrypt,,,,23.91015625,23.91015625,8,,,,,,
decrypt,,,,,,,24.59375,24.59375,5,,,
encrypt,,,,,,,24.58984375,24.59375,12,,,
decrypt,,,,,,,,,,25.078125,25.078125,7
encrypt,,,,,,,,,,25.07421875,25.078125,12
decrypt,24.2890625,24.2890625,18,,,,,,,,,
encrypt,24.28515625,24.2890625,11,,,,,,,,,
decrypt,,,,23.9453125,23.9453125,6,,,,,,
encrypt,,,,23.9453125,23.9453125,7,,,,,,
decrypt,,,,,,,24.5078125,24.5078125,6,,,
encrypt,,,,,,,24.5078125,24.5078125,13,,,
decrypt,,,,,,,,,,25.0546875,25.0546875,6
encrypt,,,,,,,,,,25.0546875,25.0546875,13
decrypt,24.49609375,24.49609375,5,,,,,,,,,
encrypt,24.4921875,24.49609375,10,,,,,,,,,
decrypt,,,,23.95703125,23.95703125,6,,,,,,
encrypt,,,,23.95703125,23.95703125,9,,,,,,
decrypt,,,,,,,24.5859375,24.5859375,21,,,
encrypt,,,,,,,24.58203125,24.5859375,14,,,
decrypt,,,,,,,,,,25.078125,25.078125,6
encrypt,,,,,,,,,,25.07421875,25.078125,12
decrypt,24.61328125,24.61328125,17,,,,,,,,,
encrypt,24.609375,24.61328125,11,,,,,,,,,
decrypt,,,,23.90234375,23.90234375,7,,,,,,
encrypt,,,,23.90234375,23.90234375,11,,,,,,
decrypt,,,,,,,24.54296875,24.54296875,20,,,
encrypt,,,,,,,24.54296875,24.54296875,15,,,
decrypt,,,,,,,,,,25.0703125,25.0703125,6
encrypt,,,,,,,,,,25.0703125,25.0703125,13
decrypt,24.59375,24.59375,5,,,,,,,,,
encrypt,24.58984375,24.59375,11,,,,,,,,,
decrypt,,,,23.9609375,23.9609375,6,,,,,,
encrypt,,,,23.9609375,23.9609375,9,,,,,,
decrypt,,,,,,,24.51953125,24.51953125,5,,,
encrypt,,,,,,,24.515625,24.51953125,14,,,
decrypt,,,,,,,,,,25.09375,25.09375,6
encrypt,,,,,,,,,,25.08984375,25.09375,14
decrypt,24.5546875,24.5546875,18,,,,,,,,,
encrypt,24.5546875,24.5546875,10,,,,,,,,,
decrypt,,,,23.98046875,23.98046875,5,,,,,,
encrypt,,,,23.98046875,23.98046875,7,,,,,,
decrypt,,,,,,,24.66796875,24.66796875,5,,,
encrypt,,,,,,,24.65234375,24.66796875,12,,,
decrypt,,,,,,,,,,25.07421875,25.07421875,5
encrypt,,,,,,,,,,25.07421875,25.07421875,11
decrypt,24.453125,24.453125,17,,,,,,,,,
encrypt,24.44921875,24.453125,10,,,,,,,,,
decrypt,,,,23.8984375,23.8984375,6,,,,,,
encrypt,,,,23.8984375,23.8984375,8,,,,,,
decrypt,,,,,,,24.5390625,24.5390625,5,,,
encrypt,,,,,,,24.5390625,24.5390625,13,,,
decrypt,,,,,,,,,,25.0703125,25.0703125,5
encrypt,,,,,,,,,,25.0703125,25.0703125,13
decrypt,24.58984375,24.58984375,5,,,,,,,,,
encrypt,24.578125,24.58984375,12,,,,,,,,,
decrypt,,,,23.99609375,23.99609375,5,,,,,,
encrypt,,,,23.99609375,23.99609375,8,,,,,,
decrypt,,,,,,,24.48046875,24.48046875,5,,,
encrypt,,,,,,,24.48046875,24.48046875,13,,,
decrypt,,,,,,,,,,25.015625,25.015625,6
encrypt,,,,,,,,,,25.0078125,25.015625,13
decrypt,24.5234375,24.5234375,19,,,,,,,,,
encrypt,24.51953125,24.5234375,11,,,,,,,,,
decrypt,,,,23.93359375,23.93359375,6,,,,,,
encrypt,,,,23.93359375,23.93359375,8,,,,,,
decrypt,,,,,,,24.5078125,24.5078125,5,,,
encrypt,,,,,,,24.5078125,24.5078125,13,,,
decrypt,,,,,,,,,,25.09765625,25.09765625,7
encrypt,,,,,,,,,,25.0859375,25.09765625,24
decrypt,24.515625,24.515625,5,,,,,,,,,
encrypt,24.5078125,24.515625,13,,,,,,,,,
decrypt,,,,23.97265625,23.97265625,6,,,,,,
encrypt,,,,23.97265625,23.97265625,7,,,,,,
decrypt,,,,,,,24.54296875,24.54296875,5,,,
encrypt,,,,,,,24.54296875,24.54296875,13,,,
decrypt,,,,,,,,,,25.08984375,25.08984375,6
encrypt,,,,,,,,,,25.08984375,25.08984375,15
decrypt,24.49609375,24.49609375,20,,,,,,,,,
encrypt,24.49609375,24.49609375,12,,,,,,,,,
decrypt,,,,23.89453125,23.89453125,6,,,,,,
encrypt,,,,23.89453125,23.89453125,6,,,,,,
decrypt,,,,,,,24.57421875,24.57421875,5,,,
encrypt,,,,,,,24.546875,24.57421875,17,,,
decrypt,,,,,,,,,,25.08984375,25.08984375,7
encrypt,,,,,,,,,,25.08203125,25.08984375,16
decrypt,24.50390625,24.50390625,20,,,,,,,,,
encrypt,24.50390625,24.50390625,9,,,,,,,,,
decrypt,,,,24.0234375,24.0234375,7,,,,,,
encrypt,,,,24.0234375,24.0234375,9,,,,,,
decrypt,,,,,,,24.5234375,24.5234375,5,,,
encrypt,,,,,,,24.51953125,24.5234375,16,,,
decrypt,,,,,,,,,,25.0703125,25.0703125,6
encrypt,,,,,,,,,,25.06640625,25.0703125,17
decrypt,24.41796875,24.41796875,19,,,,,,,,,
encrypt,24.390625,24.41796875,13,,,,,,,,,
decrypt,,,,23.95703125,23.95703125,6,,,,,,
