case/step,RD-DABE min,RD-DABE max,RD-DABE diff,RD-DABE amount
size 1,362.28515625,362.28515625,0.0,8,,,,,,,,,,,,
size 2,362.296875,362.296875,0.0,8,,,,,,,,,,,,
size 4,362.36328125,362.36328125,0.0,10,,,,,,,,,,,,
size 6,362.53515625,362.62890625,0.09375,25,,,,,,,,,,,,
size 8,363.28515625,363.50390625,0.21875,237,,,,,,,,,,,,
size 1,333.66015625,333.66015625,0.0,8,,,,,,,,,,,,
size 2,333.66015625,333.66015625,0.0,8,,,,,,,,,,,,
size 4,333.66015625,333.66015625,0.0,10,,,,,,,,,,,,
size 6,333.66015625,333.66015625,0.0,25,,,,,,,,,,,,
size 8,333.66015625,333.66015625,0.0,237,,,,,,,,,,,,
size 1,333.66015625,333.66015625,0.0,7,,,,,,,,,,,,
size 2,333.66015625,333.66015625,0.0,7,,,,,,,,,,,,
size 4,333.66015625,333.66015625,0.0,10,,,,,,,,,,,,
size 6,333.66015625,333.66015625,0.0,23,,,,,,,,,,,,
size 8,333.66015625,333.66015625,0.0,243,,,,,,,,,,,,
size 1,333.66015625,333.66015625,0.0,6,,,,,,,,,,,,
size 2,333.66015625,333.66015625,0.0,8,,,,,,,,,,,,
size 4,333.66015625,333.66015625,0.0,9,,,,,,,,,,,,
size 6,333.66015625,333.66015625,0.0,25,,,,,,,,,,,,
size 8,334.109375,334.16015625,0.05078125,236,,,,,,,,,,,,
size 1,334.16015625,334.16015625,0.0,8,,,,,,,,,,,,
size 2,334.16015625,334.16015625,0.0,8,,,,,,,,,,,,
size 4,334.16015625,334.16015625,0.0,9,,,,,,,,,,,,
size 6,334.16015625,334.16015625,0.0,25,,,,,,,,,,,,
size 8,334.3515625,334.41015625,0.05859375,240,,,,,,,,,,,,
size 1,334.41015625,334.41015625,0.0,8,,,,,,,,,,,,
size 2,334.41015625,334.41015625,0.0,10,,,,,,,,,,,,
size 4,334.41015625,334.41015625,0.0,10,,,,,,,,,,,,
size 6,334.41015625,334.41015625,0.0,24,,,,,,,,,,,,
size 8,334.66015625,334.66015625,0.0,244,,,,,,,,,,,,
size 1,334.66015625,334.66015625,0.0,8,,,,,,,,,,,,
size 2,334.66015625,334.66015625,0.0,8,,,,,,,,,,,,
size 4,334.66015625,334.66015625,0.0,11,,,,,,,,,,,,
size 6,334.66015625,334.66015625,0.0,24,,,,,,,,,,,,
size 8,334.91015625,334.91015625,0.0,247,,,,,,,,,,,,
size 1,334.91015625,334.91015625,0.0,7,,,,,,,,,,,,
size 2,334.91015625,334.91015625,0.0,10,,,,,,,,,,,,
size 4,334.91015625,334.91015625,0.0,10,,,,,,,,,,,,
size 6,334.91015625,334.91015625,0.0,26,,,,,,,,,,,,
size 8,334.91015625,334.91015625,0.0,249,,,,,,,,,,,,
size 1,334.91015625,334.91015625,0.0,9,,,,,,,,,,,,
size 2,334.91015625,334.91015625,0.0,11,,,,,,,,,,,,
size 4,334.91015625,334.91015625,0.0,10,,,,,,,,,,,,
size 6,334.91015625,334.91015625,0.0,27,,,,,,,,,,,,
size 8,335.38671875,335.41015625,0.0234375,245,,,,,,,,,,,,
size 1,335.41015625,335.41015625,0.0,8,,,,,,,,,,,,
size 2,335.41015625,335.41015625,0.0,9,,,,,,,,,,,,
size 4,335.41015625,335.41015625,0.0,8,,,,,,,,,,,,
size 6,335.41015625,335.41015625,0.0,26,,,,,,,,,,,,
size 8,335.66015625,335.6875,0.02734375,247,,,,,,,,,,,,
size 1,335.66015625,335.66015625,0.0,8,,,,,,,,,,,,
size 2,335.66015625,335.66015625,0.0,8,,,,,,,,,,,,
size 4,335.66015625,335.66015625,0.0,11,,,,,,,,,,,,
size 6,335.66015625,335.66015625,0.0,23,,,,,,,,,,,,
size 8,335.66015625,335.96875,0.30859375,238,,,,,,,,,,,,
size 1,335.66015625,335.66015625,0.0,9,,,,,,,,,,,,
size 2,335.66015625,335.66015625,0.0,8,,,,,,,,,,,,
size 4,335.66015625,335.66015625,0.0,10,,,,,,,,,,,,
