case/step,RD-DABE min,RD-DABE max,RD-DABE diff,RD-DABE amount
size 1,362.28515625,362.28515625,0.0,3,,,,,,,,,,,,
size 1,362.28515625,362.28515625,0.0,6,,,,,,,,,,,,
size 2,362.296875,362.296875,0.0,3,,,,,,,,,,,,
size 2,362.296875,362.296875,0.0,3,,,,,,,,,,,,
size 4,362.36328125,362.36328125,0.0,3,,,,,,,,,,,,
size 4,362.36328125,362.36328125,0.0,3,,,,,,,,,,,,
size 6,362.62890625,362.62890625,0.0,3,,,,,,,,,,,,
size 6,362.62890625,362.62890625,0.0,3,,,,,,,,,,,,
size 8,363.53515625,363.53515625,0.0,3,,,,,,,,,,,,
size 8,363.53515625,363.53515625,0.0,3,,,,,,,,,,,,
size 1,333.66015625,333.66015625,0.0,3,,,,,,,,,,,,
size 1,333.66015625,333.66015625,0.0,3,,,,,,,,,,,,
size 2,333.66015625,333.66015625,0.0,3,,,,,,,,,,,,
size 2,333.66015625,333.66015625,0.0,3,,,,,,,,,,,,
size 4,333.66015625,333.66015625,0.0,3,,,,,,,,,,,,
size 4,333.66015625,333.66015625,0.0,3,,,,,,,,,,,,
size 6,333.66015625,333.66015625,0.0,3,,,,,,,,,,,,
size 6,333.66015625,333.66015625,0.0,3,,,,,,,,,,,,
size 8,333.66015625,333.66015625,0.0,3,,,,,,,,,,,,
size 8,333.66015625,333.66015625,0.0,3,,,,,,,,,,,,
size 1,333.66015625,333.66015625,0.0,3,,,,,,,,,,,,
size 1,333.66015625,333.66015625,0.0,3,,,,,,,,,,,,
size 2,333.66015625,333.66015625,0.0,3,,,,,,,,,,,,
size 2,333.66015625,333.66015625,0.0,3,,,,,,,,,,,,
size 4,333.66015625,333.66015625,0.0,3,,,,,,,,,,,,
size 4,333.66015625,333.66015625,0.0,3,,,,,,,,,,,,
size 6,333.66015625,333.66015625,0.0,3,,,,,,,,,,,,
size 6,333.66015625,333.66015625,0.0,3,,,,,,,,,,,,
size 8,333.66015625,333.66015625,0.0,3,,,,,,,,,,,,
size 8,333.66015625,333.66015625,0.0,3,,,,,,,,,,,,
size 1,333.66015625,333.66015625,0.0,3,,,,,,,,,,,,
size 1,333.66015625,333.66015625,0.0,3,,,,,,,,,,,,
size 2,333.66015625,333.66015625,0.0,3,,,,,,,,,,,,
size 2,333.66015625,333.66015625,0.0,3,,,,,,,,,,,,
size 4,333.66015625,333.66015625,0.0,3,,,,,,,,,,,,
size 4,333.66015625,333.66015625,0.0,3,,,,,,,,,,,,
size 6,333.66015625,333.66015625,0.0,3,,,,,,,,,,,,
size 6,333.66015625,333.66015625,0.0,3,,,,,,,,,,,,
size 8,334.16015625,334.16015625,0.0,3,,,,,,,,,,,,
size 8,334.16015625,334.16015625,0.0,3,,,,,,,,,,,,
size 1,334.16015625,334.16015625,0.0,3,,,,,,,,,,,,
size 1,334.16015625,334.16015625,0.0,3,,,,,,,,,,,,
size 2,334.16015625,334.16015625,0.0,3,,,,,,,,,,,,
size 2,334.16015625,334.16015625,0.0,3,,,,,,,,,,,,
size 4,334.16015625,334.16015625,0.0,3,,,,,,,,,,,,
size 4,334.16015625,334.16015625,0.0,3,,,,,,,,,,,,
