case,DAC-MACS,RD-DABE,RW-ABE,TAAC
1,54.0,,,
2,71.2,,,
3,66.8,,,
4,61.4,,,
5,62.3,,,
6,68.2,,,
7,64.6,,,
8,63.9,,,
9,75.9,,,
10,74.7,,,
1,,52.8,,
2,,73.9,,
3,,73.3,,
4,,58.6,,
5,,46.5,,
6,,42.7,,
7,,68.2,,
8,,52.5,,
9,,58.1,,
10,,63.2,,
1,,,66.8,
2,,,61.5,
3,,,59.1,
4,,,75.4,
5,,,73.0,
6,,,84.2,
7,,,81.5,
8,,,73.4,
9,,,72.4,
10,,,73.4,
