case/step,DAC-MACS min,DAC-MACS max,DAC-MACS diff,DAC-MACS amount,RD-DABE min,RD-DABE max,RD-DABE diff,RD-DABE amount,RW-ABE min,RW-ABE max,RW-ABE diff,RW-ABE amount,TAAC min,TAAC max,TAAC diff,TAAC amount
size 1,207.98828125,207.98828125,0.0,9,,,,,,,,,,,,
size 3,207.98828125,207.98828125,0.0,8,,,,,,,,,,,,
size 5,207.98828125,207.98828125,0.0,9,,,,,,,,,,,,
size 7,207.98828125,207.98828125,0.0,9,,,,,,,,,,,,
size 9,207.98828125,207.98828125,0.0,9,,,,,,,,,,,,
size 1,207.98828125,207.98828125,0.0,8,,,,,,,,,,,,
size 3,207.98828125,207.98828125,0.0,8,,,,,,,,,,,,
size 5,207.98828125,217.7890625,9.80078125,8,,,,,,,,,,,,
size 7,217.86328125,217.86328125,0.0,10,,,,,,,,,,,,
size 9,247.98828125,271.1328125,23.14453125,9,,,,,,,,,,,,
size 1,267.98828125,287.75,19.76171875,9,,,,,,,,,,,,
size 3,247.98828125,277.86328125,29.875,8,,,,,,,,,,,,
size 5,267.98828125,267.98828125,0.0,8,,,,,,,,,,,,
size 7,267.98828125,267.98828125,0.0,8,,,,,,,,,,,,
size 9,267.98828125,267.98828125,0.0,8,,,,,,,,,,,,
size 1,267.98828125,267.98828125,0.0,9,,,,,,,,,,,,
size 3,268.05078125,268.05078125,0.0,7,,,,,,,,,,,,
size 5,268.109375,268.1171875,0.0078125,8,,,,,,,,,,,,
size 7,268.22265625,268.22265625,0.0,9,,,,,,,,,,,,
size 9,218.22265625,218.22265625,0.0,9,,,,,,,,,,,,
size 1,218.22265625,218.22265625,0.0,6,,,,,,,,,,,,
size 3,218.22265625,218.22265625,0.0,8,,,,,,,,,,,,
size 5,218.3203125,235.41015625,17.08984375,8,,,,,,,,,,,,
size 7,268.2421875,268.3515625,0.109375,10,,,,,,,,,,,,
size 9,278.33984375,288.4375,10.09765625,8,,,,,,,,,,,,
size 1,268.5859375,268.5859375,0.0,8,,,,,,,,,,,,
size 3,268.5859375,268.5859375,0.0,8,,,,,,,,,,,,
size 5,268.5859375,268.5859375,0.0,9,,,,,,,,,,,,
size 7,268.5859375,268.59765625,0.01171875,9,,,,,,,,,,,,
size 9,268.6640625,268.67578125,0.01171875,9,,,,,,,,,,,,
size 1,268.71484375,268.71484375,0.0,8,,,,,,,,,,,,
size 3,268.81640625,268.81640625,0.0,8,,,,,,,,,,,,
size 5,268.859375,268.859375,0.0,9,,,,,,,,,,,,
size 7,268.859375,268.859375,0.0,9,,,,,,,,,,,,
size 9,268.9453125,268.95703125,0.01171875,8,,,,,,,,,,,,
size 1,269.015625,269.015625,0.0,7,,,,,,,,,,,,
size 3,269.1015625,269.109375,0.0078125,8,,,,,,,,,,,,
size 5,269.19921875,269.21875,0.01953125,9,,,,,,,,,,,,
size 7,269.328125,269.328125,0.0,8,,,,,,,,,,,,
size 9,269.328125,269.328125,0.0,8,,,,,,,,,,,,
size 1,269.3359375,269.3359375,0.0,7,,,,,,,,,,,,
size 3,269.43359375,269.43359375,0.0,9,,,,,,,,,,,,
size 5,279.33984375,279.3515625,0.01171875,9,,,,,,,,,,,,
