case/step,DAC-MACS,RD-DABE,RW-ABE,TAAC
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
size 5,,,11415,
size 6,,,12483,
size 7,,,13563,
size 8,,,14643,
size 9,,,15717,
size 10,,,16785,
size 1,,,7119,
size 2,,,8187,
size 3,,,9267,
size 4,,,10341,
