case/step,DAC-MACS,RD-DABE,RW-ABE,TAAC
encrypt,9.130000000000003,,,
update_keys,0.0,,,
update_keys,0.009999999999990905,,,
data_update,5.679999999999998,,,
policy_update,9.640000000000004,,,
decrypt,2.929999999999998,,,
encrypt,7.9700000000000095,,,
update_keys,0.0,,,
update_keys,0.0,,,
data_update,5.379999999999999,,,
policy_update,9.860000000000003,,,
decrypt,2.980000000000011,,,
encrypt,10.669999999999984,,,
update_keys,0.0,,,
update_keys,0.010000000000019327,,,
data_update,5.41,,,
policy_update,11.869999999999976,,,
decrypt,2.9499999999999993,,,
encrypt,12.13999999999998,,,
update_keys,0.0,,,
update_keys,0.0,,,
data_update,5.420000000000016,,,
policy_update,10.949999999999967,,,
decrypt,2.9600000000000435,,,
encrypt,7.390000000000029,,,
update_keys,0.0,,,
update_keys,0.0,,,
data_update,5.460000000000008,,,
policy_update,14.939999999999976,,,
decrypt,2.9700000000000415,,,
encrypt,7.560000000000038,,,
update_keys,0.00999999999999801,,,
update_keys,0.0,,,
data_update,5.400000000000013,,,
policy_update,10.879999999999946,,,
decrypt,3.030000000000065,,,
encrypt,10.649999999999991,,,
update_keys,0.0,,,
update_keys,0.0,,,
data_update,5.440000000000026,,,
policy_update,17.019999999999953,,,
decrypt,2.9700000000000557,,,
encrypt,7.889999999999958,,,
update_keys,0.0,,,
update_keys,0.0,,,
data_update,5.409999999999997,,,
policy_update,10.860000000000042,,,
decrypt,2.959999999999951,,,
encrypt,9.76000000000002,,,
update_keys,0.0,,,
update_keys,0.0,,,
data_update,5.390000000000072,,,
policy_update,14.09999999999998,,,
decrypt,3.0200000000000102,,,
encrypt,8.25,,,
update_keys,0.009999999999990905,,,
update_keys,0.0,,,
data_update,5.63000000000001,,,
policy_update,9.279999999999916,,,
decrypt,2.940000000000083,,,
encrypt,8.12999999999991,,,
update_keys,0.0,,,
update_keys,0.0,,,
data_update,5.389999999999944,,,
policy_update,17.210000000000036,,,
decrypt,3.0599999999999596,,,
encrypt,8.589999999999947,,,
update_keys,0.0,,,
update_keys,0.0,,,
data_update,5.400000000000006,,,
policy_update,10.30999999999996,,,
decrypt,3.029999999999987,,,
encrypt,7.660000000000025,,,
update_keys,0.0,,,
update_keys,0.0,,,
data_update,5.459999999999866,,,
policy_update,9.549999999999983,,,
decrypt,2.990000000000009,,,
encrypt,7.600000000000193,,,
update_keys,0.0,,,
update_keys,0.0,,,
data_update,5.319999999999993,,,
policy_update,10.609999999999957,,,
decrypt,2.9499999999999886,,,
encrypt,7.600000000000165,,,
update_keys,0.0,,,
update_keys,0.009999999999990905,,,
data_update,5.619999999999919,,,
policy_update,10.479999999999933,,,
decrypt,2.970000000000141,,,
encrypt,7.369999999999948,,,
update_keys,0.009999999999990905,,,
update_keys,0.0,,,
data_update,5.620000000000175,,,
policy_update,11.79000000000002,,,
decrypt,2.9699999999999704,,,
encrypt,8.010000000000076,,,
update_keys,0.0,,,
update_keys,0.0,,,
data_update,5.349999999999994,,,
policy_update,11.960000000000122,,,
decrypt,2.9799999999999613,,,
encrypt,13.21999999999997,,,
update_keys,0.0,,,
update_keys,0.0,,,
data_update,5.490000000000066,,,
policy_update,11.41000000000011,,,
decrypt,3.0299999999999727,,,
encrypt,8.829999999999899,,,
update_keys,0.009999999999990905,,,
update_keys,0.0,,,
data_update,5.360000000000099,,,
policy_update,11.590000000000032,,,
