case/step,RW-ABE,TAAC
size 1,0.3600000000000001,,,
size 3,0.3799999999999999,,,
size 5,0.6299999999999997,,,
size 7,0.5799999999999996,,,
size 9,0.6100000000000004,,,
size 1,0.5200000000000002,,,
size 3,0.3800000000000001,,,
size 5,0.4300000000000006,,,
size 7,0.4600000000000013,,,
size 9,0.5900000000000003,,,
size 1,0.5600000000000014,,,
size 3,0.4700000000000015,,,
size 5,0.4100000000000006,,,
size 7,0.48000000000000265,,,
size 9,0.7399999999999989,,,
size 1,0.45999999999999774,,,
size 3,0.48,,,
size 5,0.5000000000000009,,,
size 7,0.7000000000000028,,,
size 9,0.5999999999999979,,,
size 1,0.3699999999999992,,,
size 3,0.5800000000000018,,,
size 5,0.5,,,
size 7,0.4599999999999955,,,
size 9,0.5600000000000014,,,
size 1,0.4300000000000015,,,
size 3,0.5099999999999971,,,
size 5,0.5000000000000036,,,
size 7,0.5100000000000025,,,
size 9,0.8100000000000058,,,
size 1,0.3099999999999916,,,
size 3,0.3600000000000083,,,
size 5,0.469999999999998,,,
size 7,0.679999999999997,,,
size 9,0.5200000000000005,,,
size 1,0.3399999999999981,,,
size 3,0.5300000000000038,,,
size 5,0.4600000000000062,,,
size 7,0.6299999999999999,,,
size 9,0.6799999999999917,,,
size 1,0.40000000000000924,,,
size 3,0.4000000000000048,,,
size 5,0.4799999999999933,,,
size 7,0.4700000000000024,,,
size 9,0.7299999999999986,,,
size 1,0.40000000000000036,,,
size 3,0.4899999999999949,,,
size 5,0.47999999999999865,,,
size 7,0.6099999999999977,,,
size 9,0.6199999999999992,,,
size 1,0.7000000000000028,,,
size 3,0.4599999999999973,,,
size 5,0.49000000000000377,,,
size 7,0.5200000000000049,,,
size 9,0.5500000000000007,,,
size 1,0.38999999999999524,,,
size 3,0.40000000000000213,,,
size 5,0.5899999999999981,,,
size 7,0.46999999999999176,,,
size 9,0.4899999999999931,,,
size 1,0.30999999999999694,,,
size 3,0.4200000000000106,,,
size 5,0.509999999999998,,,
size 7,0.5200000000000067,,,
size 9,0.6400000000000023,,,
size 1,0.360000000000003,,,
size 3,0.4099999999999966,,,
size 5,0.4300000000000157,,,
size 7,0.6800000000000157,,,
size 9,0.8399999999999928,,,
size 1,0.4599999999999991,,,
size 3,0.37000000000000455,,,
size 5,0.42000000000000526,,,
size 7,0.5199999999999996,,,
size 9,0.5400000000000009,,,
size 1,0.3500000000000032,,,
size 3,0.6000000000000121,,,
size 5,0.41000000000001435,,,
size 7,0.5500000000000203,,,
size 9,0.689999999999996,,,
size 1,0.6600000000000055,,,
size 3,0.4200000000000248,,,
size 5,0.42999999999999616,,,
size 7,0.5700000000000038,,,
size 9,0.5699999999999932,,,
size 1,0.4300000000000068,,,
size 3,0.32000000000000384,,,
size 5,0.5,,,
size 7,0.6000000000000121,,,
size 9,0.6099999999999959,,,
size 1,0.35000000000002274,,,
size 3,0.4300000000000246,,,
size 5,0.5199999999999925,,,
size 7,0.5099999999999909,,,
size 9,0.5499999999999794,,,
size 1,0.5400000000000169,,,
size 3,0.3699999999999939,,,
size 5,0.4299999999999855,,,
size 7,0.5500000000000007,,,
size 9,0.5000000000000071,,,
size 1,0.3499999999999943,,,
size 3,0.38000000000000256,,,
size 5,0.4400000000000155,,,
size 7,0.5199999999999818,,,
size 9,0.5900000000000212,,,
size 1,0.4399999999999977,,,
size 3,0.40000000000000213,,,
size 5,0.40999999999998593,,,
size 7,0.5799999999999876,,,
size 9,0.539999999999992,,,
size 1,0.4399999999999942,,,
size 3,0.360000000000003,,,
size 5,0.42000000000000526,,,
size 7,0.509999999999998,,,
size 9,0.730000000000004,,,
size 1,0.4899999999999878,,,
size 3,0.399999999999995,,,
size 5,0.5299999999999798,,,
size 7,0.5200000000000031,,,
size 9,0.5999999999999837,,,
size 1,0.3400000000000034,,,
size 3,0.37000000000001165,,,
size 5,0.44000000000001904,,,
size 7,0.49000000000000554,,,
size 9,0.5700000000000074,,,
size 1,0.5900000000000141,,,
size 3,0.3799999999999919,,,
size 5,0.5699999999999825,,,
size 7,0.4899999999999807,,,
size 9,0.5100000000000087,,,
size 1,0.37999999999999545,,,
size 3,0.36999999999998323,,,
size 5,0.4500000000000064,,,
size 7,0.6600000000000357,,,
size 9,0.5699999999999648,,,
size 1,0.3299999999999912,,,
size 3,0.46999999999999886,,,
size 5,0.4000000000000128,,,
size 7,0.5899999999999928,,,
size 9,0.6899999999999658,,,
size 1,0.4599999999999902,,,
size 3,0.3700000000000152,,,
size 5,0.6800000000000068,,,
size 7,0.7699999999999996,,,
size 9,0.7300000000000253,,,
size 1,0.5800000000000018,,,
size 3,0.48000000000004306,,,
size 5,0.389999999999997,,,
size 7,0.5700000000000003,,,
size 9,0.5999999999999766,,,
size 1,0.33000000000000185,,,
size 3,0.3599999999999923,,,
size 5,0.4099999999999824,,,
size 7,0.5100000000000051,,,
size 9,0.509999999999998,,,
size 1,0.4200000000000301,,,
size 3,0.47999999999996845,,,
size 5,0.45000000000000284,,,
size 7,0.6199999999999548,,,
size 9,0.6300000000000097,,,
size 1,0.46999999999999886,,,
size 3,0.46000000000002217,,,
size 5,0.5199999999999889,,,
size 7,0.6700000000000372,,,
size 9,0.6799999999999855,,,
size 1,0.3400000000000034,,,
size 3,0.5400000000000489,,,
size 5,0.5400000000000205,,,
size 7,0.5099999999999696,,,
size 9,0.5099999999999838,,,
size 1,0.38000000000000966,,,
size 3,0.5499999999999616,,,
size 5,0.420000000000023,,,
size 7,0.4999999999999929,,,
size 9,0.6400000000000432,,,
size 1,0.7600000000000051,,,
size 3,1.2499999999999858,,,
size 5,0.7299999999999756,,,
size 7,0.6599999999999611,,,
size 9,0.6199999999999903,,,
size 1,0.5699999999999861,,,
size 3,0.7399999999999949,,,
size 5,0.490000000000002,,,
size 7,0.6599999999999753,,,
size 9,0.5600000000000236,,,
size 1,0.38000000000001677,,,
size 3,0.4199999999999733,,,
size 5,0.4199999999999733,,,
size 7,0.5,,,
size 9,0.5600000000000307,,,
size 1,0.3999999999999986,,,
size 3,0.3500000000000085,,,
size 5,0.4900000000000233,,,
size 7,0.5399999999999778,,,
size 9,0.6299999999999955,,,
size 1,0.2899999999999707,,,
size 3,0.6099999999999639,,,
size 5,0.4199999999999946,,,
size 7,0.4800000000000182,,,
size 9,0.5200000000000173,,,
size 1,0.38000000000000966,,,
size 3,0.4099999999999966,,,
size 5,0.4899999999999807,,,
size 7,0.6300000000000026,,,
size 9,0.6399999999999935,,,
size 1,0.3499999999999943,,,
size 3,0.46999999999999176,,,
size 5,0.46000000000000085,,,
size 7,0.46999999999995623,,,
size 9,0.6599999999999966,,,
size 1,0.5099999999999838,,,
size 3,0.38999999999995794,,,
size 5,0.5600000000000094,,,
size 7,0.5600000000000165,,,
size 9,0.6000000000000014,,,
size 1,0.3299999999999983,,,
size 3,0.37000000000001876,,,
size 5,0.5300000000000296,,,
size 7,0.6800000000000139,,,
size 9,0.4900000000000162,,,
size 1,0.39999999999998437,,,
size 3,0.4399999999999551,,,
size 5,0.4499999999999602,,,
