case/step,DAC-MACS min,DAC-MACS max,DAC-MACS amount,RD-DABE min,RD-DABE max,RD-DABE amount,RW-ABE min,RW-ABE max,RW-ABE amount,TAAC min,TAAC max,TAAC amount
1,23.16796875,23.4296875,9,,,,,,,,,
2,23.99609375,23.99609375,12,,,,,,,,,
3,24.19921875,24.21875,11,,,,,,,,,
4,24.421875,24.4296875,10,,,,,,,,,
5,24.56640625,24.5703125,11,,,,,,,,,
6,24.99609375,24.99609375,10,,,,,,,,,
7,25.08203125,25.08984375,15,,,,,,,,,
8,25.4609375,25.4609375,13,,,,,,,,,
9,25.4609375,25.4609375,12,,,,,,,,,
10,25.6171875,25.65234375,11,,,,,,,,,
1,,,,23.04296875,23.125,7,,,,,,
2,,,,23.48046875,23.54296875,12,,,,,,
3,,,,23.7578125,23.796875,10,,,,,,
4,,,,24.1953125,24.1953125,6,,,,,,
5,,,,24.4375,24.4375,9,,,,,,
6,,,,24.640625,24.66796875,7,,,,,,
7,,,,24.8359375,24.95703125,6,,,,,,
8,,,,24.9609375,24.9609375,8,,,,,,
9,,,,24.9609375,24.9609375,6,,,,,,
10,,,,25.15625,25.15625,8,,,,,,
1,,,,,,,23.31640625,23.46484375,12,,,
2,,,,,,,24.0078125,24.0078125,12,,,
3,,,,,,,24.44140625,24.59375,14,,,
4,,,,,,,24.59765625,24.59765625,16,,,
5,,,,,,,25.046875,25.0625,14,,,
6,,,,,,,25.34375,25.34375,11,,,
7,,,,,,,25.66796875,25.7578125,13,,,
8,,,,,,,25.8125,25.8125,13,,,
9,,,,,,,25.82421875,25.828125,13,,,
10,,,,,,,25.98828125,25.9921875,16,,,
1,,,,,,,,,,24.3359375,24.5546875,13
2,,,,,,,,,,24.96875,25.02734375,13
3,,,,,,,,,,25.23046875,25.25,16
4,,,,,,,,,,25.2890625,25.33203125,15
5,,,,,,,,,,25.6484375,25.73046875,13
6,,,,,,,,,,25.98828125,26.02734375,13
7,,,,,,,,,,26.21484375,26.3515625,15
8,,,,,,,,,,26.34375,26.34375,15
9,,,,,,,,,,26.50390625,26.58984375,17
10,,,,,,,,,,27.1796875,27.25,14
1,23.265625,23.3984375,10,,,,,,,,,
2,24.02734375,24.02734375,11,,,,,,,,,
3,24.203125,24.22265625,10,,,,,,,,,
4,24.58203125,24.5859375,9,,,,,,,,,
5,24.80078125,24.80078125,9,,,,,,,,,
6,25.109375,25.1328125,13,,,,,,,,,
7,25.58203125,25.58203125,13,,,,,,,,,
8,26.015625,26.05859375,14,,,,,,,,,
9,26.0625,26.0625,11,,,,,,,,,
10,26.0625,26.0625,13,,,,,,,,,
1,,,,23.06640625,23.16015625,10,,,,,,
2,,,,23.43359375,23.43359375,13,,,,,,
3,,,,23.7890625,23.8515625,8,,,,,,
4,,,,24.01953125,24.171875,9,,,,,,
5,,,,24.41015625,24.41015625,11,,,,,,
6,,,,24.63671875,24.63671875,7,,,,,,
7,,,,24.71875,24.72265625,7,,,,,,
8,,,,24.73046875,24.73046875,6,,,,,,
9,,,,24.90625,25.10546875,9,,,,,,
10,,,,25.28125,25.3203125,10,,,,,,
1,,,,,,,23.3046875,23.4765625,12,,,
2,,,,,,,24.1328125,24.1640625,10,,,
3,,,,,,,24.44140625,24.44140625,11,,,
4,,,,,,,24.453125,24.48828125,11,,,
5,,,,,,,24.78515625,24.78515625,10,,,
6,,,,,,,25.0703125,25.07421875,14,,,
7,,,,,,,25.63671875,25.63671875,13,,,
8,,,,,,,25.64453125,25.64453125,15,,,
9,,,,,,,25.64453125,25.66015625,13,,,
10,,,,,,,26.1328125,26.21875,17,,,
1,,,,,,,,,,24.29296875,24.453125,9
2,,,,,,,,,,24.7421875,24.8125,14
3,,,,,,,,,,25.046875,25.07421875,11
4,,,,,,,,,,25.1875,25.23828125,11
5,,,,,,,,,,25.51953125,25.59375,14
6,,,,,,,,,,25.86328125,25.86328125,14
7,,,,,,,,,,26.17578125,26.17578125,16
8,,,,,,,,,,26.234375,26.234375,14
9,,,,,,,,,,26.36328125,26.44921875,13
10,,,,,,,,,,27.04296875,27.09765625,17
1,23.26953125,23.390625,11,,,,,,,,,
2,24.0703125,24.0703125,8,,,,,,,,,
3,24.28125,24.3203125,9,,,,,,,,,
4,24.72265625,24.7421875,11,,,,,,,,,
5,24.91796875,24.953125,11,,,,,,,,,
6,25.33984375,25.33984375,12,,,,,,,,,
7,25.59765625,25.60546875,14,,,,,,,,,
8,25.99609375,26.0,10,,,,,,,,,
9,26.01171875,26.01171875,11,,,,,,,,,
10,26.01171875,26.01953125,11,,,,,,,,,
1,,,,23.0,23.2265625,11,,,,,,
2,,,,23.515625,23.515625,9,,,,,,
3,,,,23.8828125,23.94140625,9,,,,,,
4,,,,24.0859375,24.2265625,9,,,,,,
5,,,,24.4921875,24.4921875,7,,,,,,
6,,,,24.66796875,24.66796875,11,,,,,,
7,,,,24.7734375,24.7734375,7,,,,,,
8,,,,24.7734375,24.7734375,7,,,,,,
9,,,,24.9921875,25.1953125,8,,,,,,
10,,,,25.35546875,25.37109375,7,,,,,,
1,,,,,,,23.24609375,23.515625,10,,,
2,,,,,,,24.06640625,24.09765625,9,,,
3,,,,,,,24.30078125,24.42578125,18,,,
4,,,,,,,24.4296875,24.44140625,15,,,
5,,,,,,,24.95703125,24.95703125,13,,,
6,,,,,,,25.22265625,25.3046875,11,,,
7,,,,,,,25.81640625,25.85546875,16,,,
8,,,,,,,25.9140625,25.9140625,14,,,
9,,,,,,,25.94921875,25.97265625,15,,,
10,,,,,,,26.3125,26.49609375,14,,,
1,,,,,,,,,,24.28515625,24.4453125,10
2,,,,,,,,,,24.79296875,24.8515625,11
3,,,,,,,,,,25.0546875,25.12109375,12
4,,,,,,,,,,25.16015625,25.20703125,13
5,,,,,,,,,,25.57421875,25.6484375,12
6,,,,,,,,,,25.9140625,25.9140625,13
7,,,,,,,,,,26.109375,26.2421875,13
8,,,,,,,,,,26.24609375,26.24609375,14
9,,,,,,,,,,26.45703125,26.5390625,13
10,,,,,,,,,,27.09375,27.20703125,16
1,23.26953125,23.41015625,12,,,,,,,,,
2,24.09375,24.09375,11,,,,,,,,,
3,24.27734375,24.29296875,11,,,,,,,,,
4,24.640625,24.69921875,10,,,,,,,,,
5,24.8828125,25.015625,16,,,,,,,,,
6,25.34765625,25.34765625,10,,,,,,,,,
7,25.54296875,25.56640625,11,,,,,,,,,
8,25.92578125,25.92578125,13,,,,,,,,,
9,25.9296875,25.9296875,12,,,,,,,,,
10,25.9296875,25.9296875,13,,,,,,,,,
1,,,,23.0703125,23.1640625,7,,,,,,
2,,,,23.484375,23.484375,10,,,,,,
3,,,,23.87890625,23.9296875,10,,,,,,
4,,,,24.06640625,24.17578125,8,,,,,,
5,,,,24.4765625,24.4765625,12,,,,,,
6,,,,24.68359375,24.68359375,7,,,,,,
7,,,,24.78125,24.78125,7,,,,,,
8,,,,24.78515625,24.78515625,8,,,,,,
9,,,,24.9765625,25.171875,7,,,,,,
10,,,,25.3359375,25.375,9,,,,,,
1,,,,,,,23.3125,23.46484375,10,,,
2,,,,,,,23.984375,23.98828125,10,,,
