case/step,DAC-MACS min,DAC-MACS max,DAC-MACS amount,RD-DABE min,RD-DABE max,RD-DABE amount,RW-ABE min,RW-ABE max,RW-ABE amount,TAAC min,TAAC max,TAAC amount
base,72.86328125,72.86328125,6,,,,,,,,,
base,,,,52.75390625,52.75390625,5,,,,,,
base,,,,,,,72.9453125,72.9453125,6,,,
base,,,,,,,,,,53.86328125,53.86328125,5
base,63.0625,63.0625,6,,,,,,,,,
base,,,,52.7265625,52.7265625,6,,,,,,
base,,,,,,,72.9296875,72.9296875,6,,,
base,,,,,,,,,,53.8828125,53.8828125,5
base,72.8046875,72.8046875,6,,,,,,,,,
base,,,,52.6640625,52.6640625,5,,,,,,
base,,,,,,,53.13671875,53.13671875,6,,,
base,,,,,,,,,,53.93359375,53.93359375,5
base,72.77734375,72.77734375,6,,,,,,,,,
base,,,,52.70703125,52.70703125,5,,,,,,
base,,,,,,,72.859375,72.859375,6,,,
base,,,,,,,,,,43.875,43.875,5
base,63.04296875,63.04296875,5,,,,,,,,,
base,,,,52.6953125,52.6953125,6,,,,,,
base,,,,,,,72.8984375,72.8984375,6,,,
base,,,,,,,,,,53.87109375,53.87109375,5
base,63.04296875,63.04296875,17,,,,,,,,,
base,,,,52.6953125,52.6953125,5,,,,,,
base,,,,,,,72.91015625,72.91015625,6,,,
base,,,,,,,,,,53.8671875,53.8671875,5
base,63.03515625,63.03515625,6,,,,,,,,,
base,,,,42.921875,42.921875,5,,,,,,
base,,,,,,,72.89453125,72.89453125,6,,,
base,,,,,,,,,,43.859375,43.859375,5
base,63.046875,63.046875,6,,,,,,,,,
base,,,,52.72265625,52.72265625,5,,,,,,
base,,,,,,,72.890625,72.890625,6,,,
base,,,,,,,,,,53.86328125,53.86328125,5
base,63.04296875,63.04296875,6,,,,,,,,,
base,,,,52.69921875,52.69921875,5,,,,,,
base,,,,,,,72.921875,72.921875,6,,,
base,,,,,,,,,,53.859375,53.859375,5
base,63.04296875,63.04296875,6,,,,,,,,,
base,,,,52.7109375,52.7109375,5,,,,,,
base,,,,,,,72.89453125,72.89453125,6,,,
base,,,,,,,,,,53.90625,53.90625,5
base,63.03515625,63.03515625,5,,,,,,,,,
base,,,,52.68359375,52.68359375,6,,,,,,
base,,,,,,,72.921875,72.921875,6,,,
base,,,,,,,,,,53.88671875,53.88671875,5
base,63.046875,63.046875,5,,,,,,,,,
base,,,,52.67578125,52.67578125,5,,,,,,
base,,,,,,,72.90625,72.90625,6,,,
base,,,,,,,,,,53.86328125,53.86328125,5
base,63.03515625,63.03515625,16,,,,,,,,,
base,,,,52.6953125,52.6953125,5,,,,,,
base,,,,,,,72.93359375,72.93359375,14,,,
base,,,,,,,,,,53.859375,53.859375,5
base,63.0390625,63.0390625,6,,,,,,,,,
base,,,,52.69140625,52.69140625,5,,,,,,
base,,,,,,,72.91015625,72.91015625,6,,,
base,,,,,,,,,,53.89453125,53.89453125,5
base,63.06640625,63.06640625,6,,,,,,,,,
base,,,,52.69921875,52.69921875,5,,,,,,
base,,,,,,,72.9375,72.9375,6,,,
base,,,,,,,,,,53.90234375,53.90234375,5
base,63.046875,63.046875,6,,,,,,,,,
base,,,,52.69140625,52.69140625,5,,,,,,
base,,,,,,,72.90234375,72.90234375,6,,,
base,,,,,,,,,,43.87890625,43.87890625,5
base,63.0390625,63.0390625,6,,,,,,,,,
base,,,,52.71484375,52.71484375,5,,,,,,
base,,,,,,,72.91796875,72.91796875,6,,,
base,,,,,,,,,,43.87890625,43.87890625,5
base,63.05078125,63.05078125,5,,,,,,,,,
base,,,,52.71875,52.71875,5,,,,,,
base,,,,,,,72.890625,72.890625,6,,,
base,,,,,,,,,,43.90234375,43.90234375,5
base,63.03515625,63.03515625,6,,,,,,,,,
base,,,,52.703125,52.703125,5,,,,,,
base,,,,,,,72.9140625,72.9140625,16,,,
base,,,,,,,,,,43.859375,43.859375,5
base,63.03515625,63.03515625,6,,,,,,,,,
base,,,,52.703125,52.703125,5,,,,,,
base,,,,,,,72.89453125,72.89453125,6,,,
base,,,,,,,,,,53.86328125,53.86328125,5
base,63.04296875,63.04296875,6,,,,,,,,,
base,,,,52.703125,52.703125,5,,,,,,
base,,,,,,,72.89453125,72.89453125,6,,,
base,,,,,,,,,,53.890625,53.890625,5
base,63.04296875,63.04296875,5,,,,,,,,,
base,,,,52.7109375,52.7109375,5,,,,,,
base,,,,,,,72.89453125,72.89453125,6,,,
base,,,,,,,,,,43.8671875,43.8671875,5
base,63.046875,63.046875,6,,,,,,,,,
base,,,,52.70703125,52.70703125,5,,,,,,
base,,,,,,,72.9375,72.9375,6,,,
base,,,,,,,,,,53.8828125,53.8828125,5
base,72.78125,72.78125,5,,,,,,,,,
base,,,,42.93359375,42.93359375,5,,,,,,
base,,,,,,,72.890625,72.890625,6,,,
base,,,,,,,,,,53.87890625,53.87890625,5
base,63.0390625,63.0390625,8,,,,,,,,,
base,,,,52.6875,52.6875,5,,,,,,
base,,,,,,,72.91015625,72.91015625,8,,,
base,,,,,,,,,,53.890625,53.890625,5
base,63.03515625,63.0390625,6,,,,,,,,,
base,,,,52.71484375,52.71484375,5,,,,,,
base,,,,,,,72.9296875,72.9296875,6,,,
base,,,,,,,,,,53.86328125,53.86328125,5
base,63.0390625,63.04296875,5,,,,,,,,,
base,,,,52.6875,52.6875,5,,,,,,
