case/step,DAC-MACS min,DAC-MACS max,DAC-MACS amount,RD-DABE min,RD-DABE max,RD-DABE amount,RW-ABE min,RW-ABE max,RW-ABE amount,TAAC min,TAAC max,TAAC amount
base,42.98828125,42.9921875,10,,,,,,,,,
base,,,,52.75390625,52.75390625,11,,,,,,
base,,,,,,,72.9453125,72.9453125,5,,,
base,,,,,,,,,,53.8984375,53.8984375,8
base,43.07421875,43.078125,9,,,,,,,,,
base,,,,52.7265625,52.7265625,5,,,,,,
base,,,,,,,72.9296875,72.9296875,5,,,
base,,,,,,,,,,53.8828125,53.8828125,5
base,52.9296875,52.93359375,9,,,,,,,,,
base,,,,52.6640625,52.6640625,12,,,,,,
base,,,,,,,53.13671875,53.13671875,5,,,
base,,,,,,,,,,53.93359375,53.93359375,9
base,42.90234375,42.90625,10,,,,,,,,,
base,,,,52.70703125,52.70703125,10,,,,,,
base,,,,,,,72.859375,72.859375,5,,,
base,,,,,,,,,,43.875,43.875,10
base,33.07421875,33.078125,9,,,,,,,,,
base,,,,52.6953125,52.6953125,5,,,,,,
base,,,,,,,72.8984375,72.8984375,5,,,
base,,,,,,,,,,53.87109375,53.87109375,10
base,33.09375,33.09765625,9,,,,,,,,,
base,,,,52.6953125,52.6953125,10,,,,,,
base,,,,,,,72.91015625,72.91015625,5,,,
base,,,,,,,,,,53.8671875,53.8671875,9
base,33.05859375,33.0625,10,,,,,,,,,
base,,,,42.921875,42.921875,5,,,,,,
base,,,,,,,72.89453125,72.89453125,12,,,
base,,,,,,,,,,43.859375,43.859375,5
base,33.1015625,33.1015625,10,,,,,,,,,
base,,,,52.72265625,52.72265625,5,,,,,,
base,,,,,,,72.890625,72.890625,5,,,
base,,,,,,,,,,53.86328125,53.86328125,5
base,33.07421875,33.078125,10,,,,,,,,,
base,,,,52.69921875,52.69921875,5,,,,,,
base,,,,,,,72.921875,72.921875,10,,,
base,,,,,,,,,,53.859375,53.859375,6
base,33.09375,33.09765625,9,,,,,,,,,
base,,,,52.7109375,52.7109375,5,,,,,,
