case/step,DAC-MACS min,DAC-MACS max,DAC-MACS amount,RD-DABE min,RD-DABE max,RD-DABE amount,RW-ABE min,RW-ABE max,RW-ABE amount,TAAC min,TAAC max,TAAC amount
decrypt,46.97265625,74.734375,66,,,,,,,,,
keygen,36.96875,36.97265625,137,,,,,,,,,
register,36.96875,36.96875,7,,,,,,,,,
authsetup,36.96875,36.97265625,99,,,,,,,,,
encrypt,36.96875,76.73046875,428,,,,,,,,,
setup,36.96875,36.96875,138,,,,,,,,,
decrypt,,,,56.80859375,92.16015625,68,,,,,,
keygen,,,,36.80078125,36.8046875,161,,,,,,
register,,,,36.80078125,36.80078125,5,,,,,,
authsetup,,,,36.80078125,36.80078125,6,,,,,,
encrypt,,,,36.80078125,76.48046875,152,,,,,,
setup,,,,36.80078125,36.80078125,139,,,,,,
decrypt,,,,,,,56.984375,93.4296875,67,,,
keygen,,,,,,,36.94140625,36.9453125,198,,,
register,,,,,,,36.94140625,36.94140625,5,,,
authsetup,,,,,,,36.94140625,36.9453125,24,,,
encrypt,,,,,,,36.94140625,74.3203125,301,,,
setup,,,,,,,36.94140625,36.9453125,6,,,
decrypt,,,,,,,,,,57.71484375,97.30078125,138
keygen,,,,,,,,,,37.56640625,37.59765625,461
register,,,,,,,,,,37.56640625,37.56640625,5
authsetup,,,,,,,,,,37.5546875,37.5859375,590
encrypt,,,,,,,,,,37.59765625,75.8515625,344
setup,,,,,,,,,,37.58203125,37.5859375,68
decrypt,46.90625,74.77734375,84,,,,,,,,,
keygen,36.859375,36.86328125,134,,,,,,,,,
register,36.859375,36.86328125,6,,,,,,,,,
authsetup,36.859375,36.859375,71,,,,,,,,,
encrypt,36.859375,71.2578125,163,,,,,,,,,
setup,36.859375,36.86328125,5,,,,,,,,,
decrypt,,,,56.83203125,95.09765625,51,,,,,,
keygen,,,,36.82421875,36.828125,145,,,,,,
register,,,,36.82421875,36.82421875,5,,,,,,
authsetup,,,,36.82421875,36.82421875,5,,,,,,
encrypt,,,,36.82421875,74.1796875,159,,,,,,
setup,,,,36.82421875,36.82421875,136,,,,,,
decrypt,,,,,,,56.98828125,93.61328125,66,,,
keygen,,,,,,,36.98046875,36.984375,192,,,
register,,,,,,,36.98046875,36.98046875,5,,,
authsetup,,,,,,,36.98046875,36.98046875,25,,,
encrypt,,,,,,,36.98046875,76.8671875,216,,,
setup,,,,,,,36.98046875,36.98046875,5,,,
decrypt,,,,,,,,,,67.83984375,106.671875,144
keygen,,,,,,,,,,57.78125,57.8046875,445
register,,,,,,,,,,57.78125,57.78125,5
authsetup,,,,,,,,,,57.75,57.78125,551
encrypt,,,,,,,,,,57.8046875,96.34765625,211
setup,,,,,,,,,,57.77734375,57.77734375,85
decrypt,46.9453125,76.68359375,66,,,,,,,,,
keygen,36.94140625,36.94140625,132,,,,,,,,,
register,36.94140625,36.94140625,8,,,,,,,,,
authsetup,36.94140625,36.9453125,70,,,,,,,,,
encrypt,36.94140625,74.76171875,310,,,,,,,,,
setup,36.94140625,36.94140625,129,,,,,,,,,
decrypt,,,,56.83203125,95.359375,48,,,,,,
keygen,,,,36.82421875,36.828125,143,,,,,,
register,,,,36.82421875,36.82421875,5,,,,,,
authsetup,,,,36.82421875,36.82421875,5,,,,,,
encrypt,,,,36.82421875,75.13671875,132,,,,,,
setup,,,,36.82421875,36.828125,123,,,,,,
decrypt,,,,,,,57.0078125,89.59765625,66,,,
keygen,,,,,,,37.0,37.0,193,,,
register,,,,,,,37.0,37.0,6,,,
authsetup,,,,,,,37.0,37.0,23,,,
encrypt,,,,,,,37.0,73.33984375,261,,,
setup,,,,,,,37.0,37.0,5,,,
decrypt,,,,,,,,,,27.59765625,66.3046875,140
keygen,,,,,,,,,,17.51171875,17.5390625,465
register,,,,,,,,,,17.51171875,17.51171875,5
authsetup,,,,,,,,,,17.51171875,37.55078125,552
encrypt,,,,,,,,,,17.5390625,51.69140625,248
setup,,,,,,,,,,37.546875,37.546875,86
decrypt,46.9453125,75.83203125,65,,,,,,,,,
keygen,36.94140625,36.9453125,122,,,,,,,,,
register,36.94140625,36.94140625,6,,,,,,,,,
authsetup,36.94140625,36.9453125,81,,,,,,,,,
encrypt,36.94140625,72.57421875,231,,,,,,,,,
setup,36.94140625,36.9453125,135,,,,,,,,,
decrypt,,,,56.80859375,93.33984375,47,,,,,,
keygen,,,,36.80078125,36.8046875,127,,,,,,
register,,,,36.80078125,36.80078125,5,,,,,,
authsetup,,,,36.80078125,36.80078125,5,,,,,,
encrypt,,,,36.80078125,75.140625,273,,,,,,
setup,,,,36.80078125,36.8046875,133,,,,,,
decrypt,,,,,,,47.0,72.76171875,77,,,
keygen,,,,,,,36.99609375,37.0,174,,,
register,,,,,,,36.99609375,36.99609375,5,,,
authsetup,,,,,,,36.99609375,37.0,5,,,
encrypt,,,,,,,36.99609375,71.234375,262,,,
setup,,,,,,,36.99609375,37.0,29,,,
decrypt,,,,,,,,,,67.8671875,107.3984375,146
keygen,,,,,,,,,,57.80078125,57.82421875,451
register,,,,,,,,,,57.80078125,57.80078125,5
authsetup,,,,,,,,,,57.77734375,57.80859375,525
encrypt,,,,,,,,,,57.82421875,96.08984375,320
setup,,,,,,,,,,57.8046875,57.8046875,84
decrypt,36.94140625,73.1015625,63,,,,,,,,,
keygen,36.94140625,36.94140625,117,,,,,,,,,
register,36.94140625,36.94140625,6,,,,,,,,,
authsetup,36.94140625,36.9453125,81,,,,,,,,,
encrypt,26.9375,51.02734375,207,,,,,,,,,
setup,36.94140625,36.94140625,137,,,,,,,,,
decrypt,,,,56.80859375,90.59765625,47,,,,,,
keygen,,,,36.80078125,36.8046875,138,,,,,,
register,,,,36.80078125,36.80078125,5,,,,,,
authsetup,,,,36.80078125,36.80078125,5,,,,,,
encrypt,,,,36.80078125,72.8515625,171,,,,,,
setup,,,,36.80078125,36.80078125,94,,,,,,
decrypt,,,,,,,57.0078125,91.0390625,66,,,
keygen,,,,,,,37.0,37.00390625,173,,,
register,,,,,,,37.0,37.0,4,,,
authsetup,,,,,,,37.0,37.0,23,,,
encrypt,,,,,,,37.0,72.17578125,219,,,
setup,,,,,,,37.0,37.0,5,,,
