case/step,DAC-MACS min,DAC-MACS max,DAC-MACS amount,RD-DABE min,RD-DABE max,RD-DABE amount,RW-ABE min,RW-ABE max,RW-ABE amount,TAAC min,TAAC max,TAAC amount
base,36.96875,36.97265625,137,,,,,,,,,
base,,,,36.80078125,36.8046875,161,,,,,,
base,,,,,,,36.94140625,36.9453125,198,,,
base,,,,,,,,,,37.56640625,37.59765625,461
base,36.859375,36.86328125,134,,,,,,,,,
base,,,,36.82421875,36.828125,145,,,,,,
base,,,,,,,36.98046875,36.984375,192,,,
base,,,,,,,,,,57.78125,57.8046875,445
base,36.94140625,36.94140625,132,,,,,,,,,
base,,,,36.82421875,36.828125,143,,,,,,
base,,,,,,,37.0,37.0,193,,,
base,,,,,,,,,,17.51171875,17.5390625,465
base,36.94140625,36.9453125,122,,,,,,,,,
base,,,,36.80078125,36.8046875,127,,,,,,
base,,,,,,,36.99609375,37.0,174,,,
base,,,,,,,,,,57.80078125,57.82421875,451
base,36.94140625,36.94140625,117,,,,,,,,,
base,,,,36.80078125,36.8046875,138,,,,,,
base,,,,,,,37.0,37.00390625,173,,,
base,,,,,,,,,,57.80859375,57.828125,429
base,36.8515625,36.8515625,115,,,,,,,,,
base,,,,36.80078125,36.8046875,123,,,,,,
base,,,,,,,36.9921875,36.99609375,191,,,
base,,,,,,,,,,57.83203125,57.84375,427
base,36.921875,36.92578125,121,,,,,,,,,
base,,,,36.80078125,36.8046875,133,,,,,,
base,,,,,,,36.99609375,37.0,188,,,
base,,,,,,,,,,57.828125,57.83984375,432
base,36.921875,36.921875,115,,,,,,,,,
base,,,,36.828125,36.83203125,124,,,,,,
base,,,,,,,36.99609375,37.0,181,,,
base,,,,,,,,,,57.8203125,57.8203125,437
base,36.921875,36.92578125,114,,,,,,,,,
base,,,,36.82421875,36.828125,123,,,,,,
base,,,,,,,36.99609375,36.99609375,183,,,
base,,,,,,,,,,57.83203125,57.83984375,424
base,36.921875,36.921875,126,,,,,,,,,
base,,,,36.80078125,36.8046875,124,,,,,,
base,,,,,,,36.99609375,37.0,185,,,
base,,,,,,,,,,57.8046875,57.8203125,428
base,36.921875,36.92578125,119,,,,,,,,,
base,,,,36.80078125,36.8046875,125,,,,,,
base,,,,,,,36.99609375,37.0,178,,,
base,,,,,,,,,,57.80078125,57.80859375,429
base,36.921875,36.92578125,114,,,,,,,,,
base,,,,36.80078125,36.8046875,124,,,,,,
base,,,,,,,36.9921875,36.99609375,172,,,
base,,,,,,,,,,57.796875,57.80078125,423
base,36.94140625,36.9453125,123,,,,,,,,,
base,,,,36.80078125,36.8046875,124,,,,,,
base,,,,,,,36.99609375,36.99609375,183,,,
base,,,,,,,,,,57.8046875,57.8046875,434
base,36.921875,36.92578125,124,,,,,,,,,
base,,,,36.80078125,36.8046875,124,,,,,,
base,,,,,,,37.0,37.00390625,182,,,
base,,,,,,,,,,57.8203125,57.82421875,434
base,36.91796875,36.921875,113,,,,,,,,,
base,,,,36.82421875,36.828125,124,,,,,,
base,,,,,,,36.99609375,36.99609375,181,,,
base,,,,,,,,,,57.8359375,57.8359375,424
base,36.921875,36.92578125,116,,,,,,,,,
base,,,,36.82421875,36.828125,122,,,,,,
base,,,,,,,56.984375,56.98828125,175,,,
base,,,,,,,,,,57.81640625,57.828125,434
base,36.921875,36.921875,115,,,,,,,,,
base,,,,36.82421875,36.828125,123,,,,,,
base,,,,,,,56.98828125,56.9921875,172,,,
base,,,,,,,,,,57.796875,57.796875,424
base,36.921875,36.92578125,125,,,,,,,,,
base,,,,36.82421875,36.828125,129,,,,,,
base,,,,,,,56.98828125,56.9921875,170,,,
base,,,,,,,,,,57.8203125,57.83203125,424
base,36.921875,36.92578125,117,,,,,,,,,
base,,,,36.80078125,36.8046875,124,,,,,,
base,,,,,,,56.98828125,56.9921875,178,,,
base,,,,,,,,,,57.80078125,57.8046875,428
base,36.91796875,36.921875,125,,,,,,,,,
base,,,,36.82421875,36.828125,124,,,,,,
base,,,,,,,56.96484375,56.96875,178,,,
base,,,,,,,,,,57.82421875,57.828125,432
base,36.91796875,36.921875,116,,,,,,,,,
base,,,,36.80078125,36.8046875,132,,,,,,
base,,,,,,,56.9765625,56.98046875,178,,,
base,,,,,,,,,,57.80078125,57.80859375,434
base,36.921875,36.92578125,117,,,,,,,,,
base,,,,36.82421875,36.828125,122,,,,,,
base,,,,,,,56.984375,56.98828125,168,,,
base,,,,,,,,,,57.80078125,57.8046875,423
base,36.921875,36.92578125,124,,,,,,,,,
base,,,,36.82421875,36.828125,125,,,,,,
base,,,,,,,56.9765625,56.98046875,168,,,
base,,,,,,,,,,57.82421875,57.83203125,424
base,36.91796875,36.921875,117,,,,,,,,,
base,,,,36.80078125,36.80078125,132,,,,,,
base,,,,,,,56.98828125,56.98828125,170,,,
base,,,,,,,,,,57.79296875,57.80078125,432
