case/step,DAC-MACS min,DAC-MACS max,DAC-MACS amount,RD-DABE min,RD-DABE max,RD-DABE amount,RW-ABE min,RW-ABE max,RW-ABE amount,TAAC min,TAAC max,TAAC amount
base,36.96875,36.97265625,99,,,,,,,,,
base,,,,36.80078125,36.80078125,6,,,,,,
base,,,,,,,36.94140625,36.9453125,24,,,
base,,,,,,,,,,37.5546875,37.5859375,590
base,36.859375,36.859375,71,,,,,,,,,
base,,,,36.82421875,36.82421875,5,,,,,,
base,,,,,,,36.98046875,36.98046875,25,,,
base,,,,,,,,,,57.75,57.78125,551
base,36.94140625,36.9453125,70,,,,,,,,,
base,,,,36.82421875,36.82421875,5,,,,,,
base,,,,,,,37.0,37.0,23,,,
base,,,,,,,,,,17.51171875,37.55078125,552
base,36.94140625,36.9453125,81,,,,,,,,,
base,,,,36.80078125,36.80078125,5,,,,,,
base,,,,,,,36.99609375,37.0,5,,,
base,,,,,,,,,,57.77734375,57.80859375,525
base,36.94140625,36.9453125,81,,,,,,,,,
base,,,,36.80078125,36.80078125,5,,,,,,
base,,,,,,,37.0,37.0,23,,,
base,,,,,,,,,,57.78515625,57.81640625,538
base,36.8515625,36.85546875,70,,,,,,,,,
base,,,,36.80078125,36.80078125,5,,,,,,
base,,,,,,,36.9921875,36.99609375,16,,,
base,,,,,,,,,,57.8046875,57.8359375,533
base,36.921875,36.92578125,69,,,,,,,,,
base,,,,36.80078125,36.80078125,5,,,,,,
base,,,,,,,36.99609375,36.99609375,13,,,
base,,,,,,,,,,57.80078125,57.8359375,526
base,36.921875,36.92578125,67,,,,,,,,,
base,,,,36.828125,36.828125,6,,,,,,
base,,,,,,,36.99609375,37.0,17,,,
base,,,,,,,,,,57.796875,57.828125,521
base,36.921875,36.92578125,69,,,,,,,,,
base,,,,36.82421875,36.82421875,5,,,,,,
base,,,,,,,36.99609375,36.99609375,13,,,
base,,,,,,,,,,57.80859375,57.8359375,527
base,36.921875,36.921875,68,,,,,,,,,
base,,,,36.80078125,36.80078125,5,,,,,,
base,,,,,,,36.99609375,37.0,17,,,
base,,,,,,,,,,57.77734375,57.80859375,532
base,36.921875,36.92578125,69,,,,,,,,,
base,,,,36.80078125,36.80078125,5,,,,,,
base,,,,,,,36.99609375,37.0,13,,,
base,,,,,,,,,,57.77734375,57.80859375,523
base,36.921875,36.921875,69,,,,,,,,,
base,,,,36.80078125,36.80078125,5,,,,,,
base,,,,,,,36.9921875,36.9921875,5,,,
base,,,,,,,,,,57.7734375,57.80859375,522
base,36.94140625,36.9453125,67,,,,,,,,,
base,,,,36.80078125,36.80078125,6,,,,,,
base,,,,,,,36.99609375,36.99609375,17,,,
base,,,,,,,,,,57.78125,57.80859375,527
base,36.921875,36.921875,68,,,,,,,,,
base,,,,36.80078125,36.80078125,6,,,,,,
base,,,,,,,37.0,37.0,13,,,
base,,,,,,,,,,57.796875,57.82421875,518
