case/step,DAC-MACS min,DAC-MACS max,DAC-MACS diff,DAC-MACS amount,RD-DABE min,RD-DABE max,RD-DABE diff,RD-DABE amount,RW-ABE min,RW-ABE max,RW-ABE diff,RW-ABE amount,TAAC min,TAAC max,TAAC diff,TAAC amount
keygen,23.58203125,23.5859375,0.00390625,6,,,,,,,,,,,,
register,23.54296875,23.54296875,0.0,10,,,,,,,,,,,,
keygen,,,,,24.1640625,24.1640625,0.0,6,,,,,,,,
register,,,,,24.1640625,24.1640625,0.0,6,,,,,,,,
keygen,,,,,,,,,24.6796875,24.6796875,0.0,11,,,,
register,,,,,,,,,24.6796875,24.6796875,0.0,5,,,,
keygen,,,,,,,,,,,,,24.75,24.75,0.0,20
register,,,,,,,,,,,,,24.75,24.75,0.0,7
