case/step,DAC-MACS,RD-DABE,RW-ABE,TAAC
size 1,6328,,,
size 3,7756,,,
size 5,9184,,,
size 7,10612,,,
size 9,12046,,,
size 1,,7084,,
size 3,,7654,,
size 5,,8612,,
size 7,,9570,,
size 9,,10532,,
size 1,,,7135,
size 3,,,9283,
size 5,,,11431,
size 7,,,13579,
size 9,,,15733,
size 1,,,,6896
size 3,,,,8958
size 5,,,,11020
size 7,,,,13082
size 9,,,,15148
