case/step,DAC-MACS min,DAC-MACS max,DAC-MACS amount,RD-DABE min,RD-DABE max,RD-DABE amount,RW-ABE min,RW-ABE max,RW-ABE amount,TAAC min,TAAC max,TAAC amount
encrypt,24.90234375,24.90234375,14,,,,,,,,,
decrypt,24.90234375,24.90234375,5,,,,,,,,,
encrypt,,,,24.5078125,24.52734375,10,,,,,,
decrypt,,,,24.52734375,24.52734375,6,,,,,,
encrypt,,,,,,,25.16015625,25.21875,13,,,
decrypt,,,,,,,25.21875,25.41796875,5,,,
encrypt,,,,,,,,,,26.12109375,26.17578125,16
decrypt,,,,,,,,,,26.17578125,26.1875,6
encrypt,24.68359375,24.68359375,12,,,,,,,,,
decrypt,24.68359375,24.68359375,17,,,,,,,,,
encrypt,,,,24.46875,24.46875,8,,,,,,
decrypt,,,,24.46875,24.46875,6,,,,,,
encrypt,,,,,,,25.1015625,25.1015625,15,,,
decrypt,,,,,,,25.1015625,25.1328125,6,,,
encrypt,,,,,,,,,,25.73046875,25.73046875,17
decrypt,,,,,,,,,,25.73046875,25.734375,7
encrypt,25.03125,25.03125,12,,,,,,,,,
decrypt,25.03125,25.03125,18,,,,,,,,,
encrypt,,,,24.421875,24.421875,11,,,,,,
decrypt,,,,24.421875,24.421875,6,,,,,,
encrypt,,,,,,,25.08984375,25.140625,11,,,
decrypt,,,,,,,25.140625,25.140625,5,,,
encrypt,,,,,,,,,,25.609375,25.609375,19
decrypt,,,,,,,,,,25.609375,25.61328125,6
encrypt,25.0625,25.0625,9,,,,,,,,,
decrypt,25.0625,25.0625,19,,,,,,,,,
encrypt,,,,24.484375,24.484375,8,,,,,,
decrypt,,,,24.484375,24.484375,7,,,,,,
encrypt,,,,,,,25.015625,25.12890625,14,,,
decrypt,,,,,,,25.12890625,25.12890625,5,,,
encrypt,,,,,,,,,,25.69140625,25.69140625,14
decrypt,,,,,,,,,,25.69140625,25.69140625,6
encrypt,25.1484375,25.1484375,14,,,,,,,,,
decrypt,25.1484375,25.1484375,17,,,,,,,,,
encrypt,,,,24.4296875,24.4296875,11,,,,,,
decrypt,,,,24.4296875,24.4296875,6,,,,,,
encrypt,,,,,,,25.015625,25.0625,12,,,
decrypt,,,,,,,25.0625,25.0625,5,,,
encrypt,,,,,,,,,,25.76171875,25.76171875,13
decrypt,,,,,,,,,,25.76171875,25.76171875,6
encrypt,25.01953125,25.01953125,10,,,,,,,,,
decrypt,25.01953125,25.01953125,20,,,,,,,,,
encrypt,,,,24.453125,24.453125,8,,,,,,
decrypt,,,,24.453125,24.453125,6,,,,,,
encrypt,,,,,,,25.08203125,25.13671875,14,,,
decrypt,,,,,,,25.13671875,25.13671875,5,,,
encrypt,,,,,,,,,,25.7265625,25.7265625,16
decrypt,,,,,,,,,,25.7265625,25.7265625,7
encrypt,24.75390625,24.75390625,13,,,,,,,,,
decrypt,24.75390625,24.75390625,5,,,,,,,,,
encrypt,,,,24.390625,24.390625,5,,,,,,
decrypt,,,,24.390625,24.390625,6,,,,,,
encrypt,,,,,,,24.87109375,24.875,13,,,
decrypt,,,,,,,24.875,24.8828125,5,,,
encrypt,,,,,,,,,,26.02734375,26.09765625,14
decrypt,,,,,,,,,,26.09765625,26.1015625,6
encrypt,25.03515625,25.03515625,15,,,,,,,,,
decrypt,25.03515625,25.03515625,18,,,,,,,,,
encrypt,,,,24.4765625,24.4765625,12,,,,,,
decrypt,,,,24.4765625,24.4765625,6,,,,,,
encrypt,,,,,,,25.05859375,25.14453125,11,,,
decrypt,,,,,,,25.14453125,25.14453125,5,,,
encrypt,,,,,,,,,,25.63671875,25.63671875,14
decrypt,,,,,,,,,,25.63671875,25.63671875,6
encrypt,25.01171875,25.01171875,11,,,,,,,,,
decrypt,25.01171875,25.01171875,18,,,,,,,,,
encrypt,,,,24.3984375,24.3984375,9,,,,,,
decrypt,,,,24.3984375,24.3984375,7,,,,,,
encrypt,,,,,,,24.8984375,24.8984375,11,,,
decrypt,,,,,,,24.8984375,24.8984375,6,,,
encrypt,,,,,,,,,,25.6796875,25.6796875,16
decrypt,,,,,,,,,,25.6796875,25.6796875,8
encrypt,25.1640625,25.1640625,10,,,,,,,,,
decrypt,25.1640625,25.1640625,16,,,,,,,,,
encrypt,,,,24.37109375,24.37109375,6,,,,,,
decrypt,,,,24.37109375,24.37109375,6,,,,,,
encrypt,,,,,,,25.046875,25.09765625,12,,,
decrypt,,,,,,,25.09765625,25.09765625,5,,,
encrypt,,,,,,,,,,25.7578125,25.78125,13
decrypt,,,,,,,,,,25.78125,25.78125,7
encrypt,25.06640625,25.06640625,11,,,,,,,,,
decrypt,25.06640625,25.06640625,17,,,,,,,,,
encrypt,,,,24.45703125,24.45703125,8,,,,,,
decrypt,,,,24.45703125,24.45703125,6,,,,,,
encrypt,,,,,,,24.7890625,24.7890625,13,,,
decrypt,,,,,,,24.7890625,24.8359375,5,,,
encrypt,,,,,,,,,,25.75390625,25.75390625,15
decrypt,,,,,,,,,,25.75390625,25.75390625,6
encrypt,25.03125,25.03125,12,,,,,,,,,
decrypt,25.03125,25.03125,21,,,,,,,,,
encrypt,,,,24.390625,24.390625,7,,,,,,
decrypt,,,,24.390625,24.390625,6,,,,,,
encrypt,,,,,,,25.02734375,25.078125,12,,,
decrypt,,,,,,,25.078125,25.078125,5,,,
encrypt,,,,,,,,,,25.640625,25.640625,12
decrypt,,,,,,,,,,25.640625,25.640625,7
encrypt,25.01953125,25.01953125,12,,,,,,,,,
decrypt,25.01953125,25.01953125,17,,,,,,,,,
encrypt,,,,24.46875,24.46875,8,,,,,,
decrypt,,,,24.46875,24.46875,5,,,,,,
encrypt,,,,,,,25.08984375,25.08984375,13,,,
decrypt,,,,,,,25.08984375,25.08984375,5,,,
encrypt,,,,,,,,,,25.70703125,25.72265625,14
decrypt,,,,,,,,,,25.72265625,25.72265625,7
encrypt,24.98828125,24.98828125,11,,,,,,,,,
decrypt,24.98828125,24.98828125,19,,,,,,,,,
encrypt,,,,24.359375,24.359375,10,,,,,,
decrypt,,,,24.359375,24.359375,6,,,,,,
encrypt,,,,,,,25.00390625,25.11328125,13,,,
decrypt,,,,,,,25.11328125,25.11328125,5,,,
encrypt,,,,,,,,,,25.67578125,25.67578125,20
decrypt,,,,,,,,,,25.67578125,25.67578125,5
encrypt,25.01171875,25.01171875,12,,,,,,,,,
decrypt,25.01171875,25.01171875,20,,,,,,,,,
encrypt,,,,24.390625,24.390625,11,,,,,,
decrypt,,,,24.390625,24.390625,7,,,,,,
encrypt,,,,,,,25.0234375,25.12890625,12,,,
decrypt,,,,,,,25.12890625,25.12890625,5,,,
encrypt,,,,,,,,,,25.70703125,25.70703125,13
